Item,RowDesc,Monday of Week,Weekday,mMatrixValue
277-1017-010,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
277-1017-010,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
277-1017-010,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
277-1017-010,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Mon,45
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
277-1017-010,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
601-0600-008,Plan Build Qty,2025-04-21 00:00:00,Sat,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Sun,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Mon,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Tue,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Wed,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Thu,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Fri,
601-0600-008,Plan Build Qty,2025-04-28 00:00:00,Sat,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Sun,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Mon,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Tue,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Wed,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Thu,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Fri,
601-0600-008,Plan Build Qty,2025-05-05 00:00:00,Sat,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Sun,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Mon,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Tue,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Wed,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Thu,
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Fri,1080
601-0600-008,Plan Build Qty,2025-05-12 00:00:00,Sat,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Sun,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Mon,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Tue,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Wed,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Thu,
601-0600-008,Plan Build Qty,2025-05-19 00:00:00,Fri,
601-0600-008,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Mon,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
601-0600-008,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
601-0600-008,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Fri,946
601-0600-008,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
601-0600-008,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
766-0000-001,Plan Build Qty,2025-04-21 00:00:00,Sat,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Sun,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Mon,3
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Tue,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Wed,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Thu,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Fri,
766-0000-001,Plan Build Qty,2025-04-28 00:00:00,Sat,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Sun,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Mon,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Tue,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Wed,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Thu,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Fri,
766-0000-001,Plan Build Qty,2025-05-05 00:00:00,Sat,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Sun,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Mon,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Tue,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Wed,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Thu,
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Fri,7
766-0000-001,Plan Build Qty,2025-05-12 00:00:00,Sat,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Sun,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Mon,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Tue,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Wed,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Thu,
766-0000-001,Plan Build Qty,2025-05-19 00:00:00,Fri,
766-0000-001,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Mon,3
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
766-0000-001,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
766-0000-001,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
766-0000-001,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
766-0000-001,Plan Delivery Qty,2025-05-19 00:00:00,Fri,7
766-0000-001+TL,Plan Build Qty,2025-04-21 00:00:00,Sat,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Sun,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Mon,1
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Tue,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Wed,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Thu,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Fri,
766-0000-001+TL,Plan Build Qty,2025-04-28 00:00:00,Sat,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Sun,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Mon,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Tue,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Wed,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Thu,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Fri,
766-0000-001+TL,Plan Build Qty,2025-05-05 00:00:00,Sat,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Sun,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Mon,29
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Tue,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Wed,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Thu,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Fri,
766-0000-001+TL,Plan Build Qty,2025-05-12 00:00:00,Sat,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Sun,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Mon,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Tue,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Wed,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Thu,
766-0000-001+TL,Plan Build Qty,2025-05-19 00:00:00,Fri,
766-0000-001+TL,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Mon,1
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
766-0000-001+TL,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
766-0000-001+TL,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
766-0000-001+TL,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Thu,5
766-0000-001+TL,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
766-0020-002,Plan Build Qty,2025-04-21 00:00:00,Sat,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Sun,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Mon,3
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Tue,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Wed,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Thu,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Fri,
766-0020-002,Plan Build Qty,2025-04-28 00:00:00,Sat,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Sun,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Mon,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Tue,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Wed,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Thu,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Fri,
766-0020-002,Plan Build Qty,2025-05-05 00:00:00,Sat,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Sun,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Mon,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Tue,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Wed,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Thu,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Fri,
766-0020-002,Plan Build Qty,2025-05-12 00:00:00,Sat,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Sun,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Mon,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Tue,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Wed,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Thu,
766-0020-002,Plan Build Qty,2025-05-19 00:00:00,Fri,
766-0020-002,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Mon,3
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
766-0020-002,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
766-0020-002,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
766-0020-002,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
766-0020-002,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
766-0080-001,Plan Build Qty,2025-04-21 00:00:00,Sat,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Sun,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Mon,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Tue,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Wed,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Thu,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Fri,
766-0080-001,Plan Build Qty,2025-04-28 00:00:00,Sat,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Sun,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Mon,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Tue,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Wed,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Thu,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Fri,
766-0080-001,Plan Build Qty,2025-05-05 00:00:00,Sat,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Sun,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Mon,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Tue,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Wed,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Thu,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Fri,
766-0080-001,Plan Build Qty,2025-05-12 00:00:00,Sat,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Sun,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Mon,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Tue,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Wed,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Thu,
766-0080-001,Plan Build Qty,2025-05-19 00:00:00,Fri,
766-0080-001,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Mon,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
766-0080-001,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
766-0080-001,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
766-0080-001,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
766-0080-001,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
766-0101-001,Plan Build Qty,2025-04-21 00:00:00,Sat,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Sun,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Mon,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Tue,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Wed,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Thu,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Fri,
766-0101-001,Plan Build Qty,2025-04-28 00:00:00,Sat,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Sun,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Mon,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Tue,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Wed,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Thu,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Fri,
766-0101-001,Plan Build Qty,2025-05-05 00:00:00,Sat,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Sun,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Mon,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Tue,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Wed,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Thu,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Fri,
766-0101-001,Plan Build Qty,2025-05-12 00:00:00,Sat,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Sun,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Mon,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Tue,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Wed,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Thu,
766-0101-001,Plan Build Qty,2025-05-19 00:00:00,Fri,
766-0101-001,Plan Delivery Qty,2025-04-21 00:00:00,Sat,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Sun,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Mon,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Tue,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Wed,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Thu,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Fri,
766-0101-001,Plan Delivery Qty,2025-04-28 00:00:00,Sat,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Sun,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Mon,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Tue,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Wed,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Thu,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Fri,
766-0101-001,Plan Delivery Qty,2025-05-05 00:00:00,Sat,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Sun,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Mon,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Tue,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Wed,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Thu,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Fri,
766-0101-001,Plan Delivery Qty,2025-05-12 00:00:00,Sat,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Sun,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Mon,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Tue,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Wed,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Thu,
766-0101-001,Plan Delivery Qty,2025-05-19 00:00:00,Fri,
766-0101-001+TL,Plan Build Qty,2025-04-21 00:00:00,Sat,
