Item Delivery,RowDesc,Monday of Week,Weekday,mMatrixValue
966-4974-003,Plan Build Qty,13-Jan-25,Tue,
966-4974-003,Plan Build Qty,13-Jan-25,Wed,
966-4974-003,Plan Build Qty,13-Jan-25,Thu,
966-4974-003,Plan Build Qty,13-Jan-25,Fri,
966-4974-003,Plan Build Qty,13-Jan-25,Sat,
966-4974-003,Plan Build Qty,20-Jan-25,Sun,
966-4974-003,Plan Build Qty,20-Jan-25,Mon,6
966-4974-003,Plan Build Qty,20-Jan-25,Tue,
966-4974-003,Plan Build Qty,20-Jan-25,Wed,
966-4974-003,Plan Build Qty,20-Jan-25,Thu,
966-4974-003,Plan Build Qty,20-Jan-25,Fri,
966-4974-003,Plan Delivery Qty,23-Dec-24,Sat,
966-4974-003,Plan Delivery Qty,30-Dec-24,Sun,
966-4974-003,Plan Delivery Qty,30-Dec-24,Mon,
966-4974-003,Plan Delivery Qty,30-Dec-24,Tue,
966-4974-003,Plan Delivery Qty,30-Dec-24,Wed,
966-4974-003,Plan Delivery Qty,30-Dec-24,Thu,
966-4974-003,Plan Delivery Qty,30-Dec-24,Fri,
966-4974-003,Plan Delivery Qty,30-Dec-24,Sat,
966-4974-003,Plan Delivery Qty,06-Jan-25,Sun,
966-4974-003,Plan Delivery Qty,06-Jan-25,Mon,
966-4974-003,Plan Delivery Qty,06-Jan-25,Tue,
966-4974-003,Plan Delivery Qty,06-Jan-25,Wed,
966-4974-003,Plan Delivery Qty,06-Jan-25,Thu,
966-4974-003,Plan Delivery Qty,06-Jan-25,Fri,
966-4974-003,Plan Delivery Qty,06-Jan-25,Sat,
966-4974-003,Plan Delivery Qty,13-Jan-25,Sun,
966-4974-003,Plan Delivery Qty,13-Jan-25,Mon,
966-4974-003,Plan Delivery Qty,13-Jan-25,Tue,
966-4974-003,Plan Delivery Qty,13-Jan-25,Wed,
966-4974-003,Plan Delivery Qty,13-Jan-25,Thu,
966-4974-003,Plan Delivery Qty,13-Jan-25,Fri,
966-4974-003,Plan Delivery Qty,13-Jan-25,Sat,
966-4974-003,Plan Delivery Qty,20-Jan-25,Sun,
966-4974-003,Plan Delivery Qty,20-Jan-25,Mon,
966-4974-003,Plan Delivery Qty,20-Jan-25,Tue,
966-4974-003,Plan Delivery Qty,20-Jan-25,Wed,
966-4974-003,Plan Delivery Qty,20-Jan-25,Thu,
966-4974-003,Plan Delivery Qty,20-Jan-25,Fri,
966-5505-003,Plan Build Qty,23-Dec-24,Sat,
966-5505-003,Plan Build Qty,30-Dec-24,Sun,
966-5505-003,Plan Build Qty,30-Dec-24,Mon,
966-5505-003,Plan Build Qty,30-Dec-24,Tue,
966-5505-003,Plan Build Qty,30-Dec-24,Wed,
966-5505-003,Plan Build Qty,30-Dec-24,Thu,
966-5505-003,Plan Build Qty,30-Dec-24,Fri,
966-5505-003,Plan Build Qty,30-Dec-24,Sat,
966-5505-003,Plan Build Qty,06-Jan-25,Sun,
966-5505-003,Plan Build Qty,06-Jan-25,Mon,
966-5505-003,Plan Build Qty,06-Jan-25,Tue,
966-5505-003,Plan Build Qty,06-Jan-25,Wed,
966-5505-003,Plan Build Qty,06-Jan-25,Thu,
966-5505-003,Plan Build Qty,06-Jan-25,Fri,
966-5505-003,Plan Build Qty,06-Jan-25,Sat,
966-5505-003,Plan Build Qty,13-Jan-25,Sun,
966-5505-003,Plan Build Qty,13-Jan-25,Mon,
966-5505-003,Plan Build Qty,13-Jan-25,Tue,
966-5505-003,Plan Build Qty,13-Jan-25,Wed,
966-5505-003,Plan Build Qty,13-Jan-25,Thu,
966-5505-003,Plan Build Qty,13-Jan-25,Fri,
966-5505-003,Plan Build Qty,13-Jan-25,Sat,
966-5505-003,Plan Build Qty,20-Jan-25,Sun,
966-5505-003,Plan Build Qty,20-Jan-25,Mon,
966-5505-003,Plan Build Qty,20-Jan-25,Tue,
966-5505-003,Plan Build Qty,20-Jan-25,Wed,
966-5505-003,Plan Build Qty,20-Jan-25,Thu,
966-5505-003,Plan Build Qty,20-Jan-25,Fri,
966-5505-003,Plan Delivery Qty,23-Dec-24,Sat,
966-5505-003,Plan Delivery Qty,30-Dec-24,Sun,
966-5505-003,Plan Delivery Qty,30-Dec-24,Mon,
966-5505-003,Plan Delivery Qty,30-Dec-24,Tue,
966-5505-003,Plan Delivery Qty,30-Dec-24,Wed,
966-5505-003,Plan Delivery Qty,30-Dec-24,Thu,
966-5505-003,Plan Delivery Qty,30-Dec-24,Fri,
966-5505-003,Plan Delivery Qty,30-Dec-24,Sat,
966-5505-003,Plan Delivery Qty,06-Jan-25,Sun,
966-5505-003,Plan Delivery Qty,06-Jan-25,Mon,
966-5505-003,Plan Delivery Qty,06-Jan-25,Tue,
966-5505-003,Plan Delivery Qty,06-Jan-25,Wed,
966-5505-003,Plan Delivery Qty,06-Jan-25,Thu,
966-5505-003,Plan Delivery Qty,06-Jan-25,Fri,
966-5505-003,Plan Delivery Qty,06-Jan-25,Sat,
966-5505-003,Plan Delivery Qty,13-Jan-25,Sun,
966-5505-003,Plan Delivery Qty,13-Jan-25,Mon,
966-5505-003,Plan Delivery Qty,13-Jan-25,Tue,
966-5505-003,Plan Delivery Qty,13-Jan-25,Wed,
966-5505-003,Plan Delivery Qty,13-Jan-25,Thu,
966-5505-003,Plan Delivery Qty,13-Jan-25,Fri,
966-5505-003,Plan Delivery Qty,13-Jan-25,Sat,
966-5505-003,Plan Delivery Qty,20-Jan-25,Sun,
966-5505-003,Plan Delivery Qty,20-Jan-25,Mon,
966-5505-003,Plan Delivery Qty,20-Jan-25,Tue,
966-5505-003,Plan Delivery Qty,20-Jan-25,Wed,
966-5505-003,Plan Delivery Qty,20-Jan-25,Thu,
966-5505-003,Plan Delivery Qty,20-Jan-25,Fri,
966-5704-005,Plan Build Qty,23-Dec-24,Sat,
966-5704-005,Plan Build Qty,30-Dec-24,Sun,
966-5704-005,Plan Build Qty,30-Dec-24,Mon,
966-5704-005,Plan Build Qty,30-Dec-24,Tue,
966-5704-005,Plan Build Qty,30-Dec-24,Wed,
966-5704-005,Plan Build Qty,30-Dec-24,Thu,
966-5704-005,Plan Build Qty,30-Dec-24,Fri,
966-5704-005,Plan Build Qty,30-Dec-24,Sat,
966-5704-005,Plan Build Qty,06-Jan-25,Sun,
966-5704-005,Plan Build Qty,06-Jan-25,Mon,
966-5704-005,Plan Build Qty,06-Jan-25,Tue,
966-5704-005,Plan Build Qty,06-Jan-25,Wed,
966-5704-005,Plan Build Qty,06-Jan-25,Thu,
966-5704-005,Plan Build Qty,06-Jan-25,Fri,
966-5704-005,Plan Build Qty,06-Jan-25,Sat,
966-5704-005,Plan Build Qty,13-Jan-25,Sun,
966-5704-005,Plan Build Qty,13-Jan-25,Mon,
966-5704-005,Plan Build Qty,13-Jan-25,Tue,
966-5704-005,Plan Build Qty,13-Jan-25,Wed,
966-5704-005,Plan Build Qty,13-Jan-25,Thu,
966-5704-005,Plan Build Qty,13-Jan-25,Fri,
966-5704-005,Plan Build Qty,13-Jan-25,Sat,
966-5704-005,Plan Build Qty,20-Jan-25,Sun,
966-5704-005,Plan Build Qty,20-Jan-25,Mon,
966-5704-005,Plan Build Qty,20-Jan-25,Tue,
966-5704-005,Plan Build Qty,20-Jan-25,Wed,
966-5704-005,Plan Build Qty,20-Jan-25,Thu,
966-5704-005,Plan Build Qty,20-Jan-25,Fri,
966-5704-005,Plan Delivery Qty,23-Dec-24,Sat,
966-5704-005,Plan Delivery Qty,30-Dec-24,Sun,
966-5704-005,Plan Delivery Qty,30-Dec-24,Mon,
966-5704-005,Plan Delivery Qty,30-Dec-24,Tue,
966-5704-005,Plan Delivery Qty,30-Dec-24,Wed,
966-5704-005,Plan Delivery Qty,30-Dec-24,Thu,
966-5704-005,Plan Delivery Qty,30-Dec-24,Fri,
966-5704-005,Plan Delivery Qty,30-Dec-24,Sat,
966-5704-005,Plan Delivery Qty,06-Jan-25,Sun,
966-5704-005,Plan Delivery Qty,06-Jan-25,Mon,
966-5704-005,Plan Delivery Qty,06-Jan-25,Tue,
966-5704-005,Plan Delivery Qty,06-Jan-25,Wed,
966-5704-005,Plan Delivery Qty,06-Jan-25,Thu,
966-5704-005,Plan Delivery Qty,06-Jan-25,Fri,
966-5704-005,Plan Delivery Qty,06-Jan-25,Sat,
966-5704-005,Plan Delivery Qty,13-Jan-25,Sun,
966-5704-005,Plan Delivery Qty,13-Jan-25,Mon,
966-5704-005,Plan Delivery Qty,13-Jan-25,Tue,
966-5704-005,Plan Delivery Qty,13-Jan-25,Wed,
966-5704-005,Plan Delivery Qty,13-Jan-25,Thu,
966-5704-005,Plan Delivery Qty,13-Jan-25,Fri,
966-5704-005,Plan Delivery Qty,13-Jan-25,Sat,
966-5704-005,Plan Delivery Qty,20-Jan-25,Sun,
966-5704-005,Plan Delivery Qty,20-Jan-25,Mon,
966-5704-005,Plan Delivery Qty,20-Jan-25,Tue,
966-5704-005,Plan Delivery Qty,20-Jan-25,Wed,
966-5704-005,Plan Delivery Qty,20-Jan-25,Thu,
966-5704-005,Plan Delivery Qty,20-Jan-25,Fri,
966-6305-002,Plan Build Qty,23-Dec-24,Sat,
966-6305-002,Plan Build Qty,30-Dec-24,Sun,
966-6305-002,Plan Build Qty,30-Dec-24,Mon,
966-6305-002,Plan Build Qty,30-Dec-24,Tue,
966-6305-002,Plan Build Qty,30-Dec-24,Wed,
966-6305-002,Plan Build Qty,30-Dec-24,Thu,
966-6305-002,Plan Build Qty,30-Dec-24,Fri,
966-6305-002,Plan Build Qty,30-Dec-24,Sat,
966-6305-002,Plan Build Qty,06-Jan-25,Sun,
966-6305-002,Plan Build Qty,06-Jan-25,Mon,
966-6305-002,Plan Build Qty,06-Jan-25,Tue,
966-6305-002,Plan Build Qty,06-Jan-25,Wed,12
966-6305-002,Plan Build Qty,06-Jan-25,Thu,
966-6305-002,Plan Build Qty,06-Jan-25,Fri,
966-6305-002,Plan Build Qty,06-Jan-25,Sat,
966-6305-002,Plan Build Qty,13-Jan-25,Sun,
966-6305-002,Plan Build Qty,13-Jan-25,Mon,
966-6305-002,Plan Build Qty,13-Jan-25,Tue,
966-6305-002,Plan Build Qty,13-Jan-25,Wed,
966-6305-002,Plan Build Qty,13-Jan-25,Thu,
966-6305-002,Plan Build Qty,13-Jan-25,Fri,
966-6305-002,Plan Build Qty,13-Jan-25,Sat,
966-6305-002,Plan Build Qty,20-Jan-25,Sun,
966-6305-002,Plan Build Qty,20-Jan-25,Mon,
966-6305-002,Plan Build Qty,20-Jan-25,Tue,
966-6305-002,Plan Build Qty,20-Jan-25,Wed,
966-6305-002,Plan Build Qty,20-Jan-25,Thu,
966-6305-002,Plan Build Qty,20-Jan-25,Fri,
966-6305-002,Plan Delivery Qty,23-Dec-24,Sat,
966-6305-002,Plan Delivery Qty,30-Dec-24,Sun,
966-6305-002,Plan Delivery Qty,30-Dec-24,Mon,
966-6305-002,Plan Delivery Qty,30-Dec-24,Tue,
966-6305-002,Plan Delivery Qty,30-Dec-24,Wed,
966-6305-002,Plan Delivery Qty,30-Dec-24,Thu,
966-6305-002,Plan Delivery Qty,30-Dec-24,Fri,
966-6305-002,Plan Delivery Qty,30-Dec-24,Sat,
966-6305-002,Plan Delivery Qty,06-Jan-25,Sun,
966-6305-002,Plan Delivery Qty,06-Jan-25,Mon,
966-6305-002,Plan Delivery Qty,06-Jan-25,Tue,
966-6305-002,Plan Delivery Qty,06-Jan-25,Wed,32
966-6305-002,Plan Delivery Qty,06-Jan-25,Thu,
966-6305-002,Plan Delivery Qty,06-Jan-25,Fri,
966-6305-002,Plan Delivery Qty,06-Jan-25,Sat,
966-6305-002,Plan Delivery Qty,13-Jan-25,Sun,
966-6305-002,Plan Delivery Qty,13-Jan-25,Mon,
966-6305-002,Plan Delivery Qty,13-Jan-25,Tue,
966-6305-002,Plan Delivery Qty,13-Jan-25,Wed,
966-6305-002,Plan Delivery Qty,13-Jan-25,Thu,
966-6305-002,Plan Delivery Qty,13-Jan-25,Fri,
966-6305-002,Plan Delivery Qty,13-Jan-25,Sat,
966-6305-002,Plan Delivery Qty,20-Jan-25,Sun,
966-6305-002,Plan Delivery Qty,20-Jan-25,Mon,
966-6305-002,Plan Delivery Qty,20-Jan-25,Tue,
966-6305-002,Plan Delivery Qty,20-Jan-25,Wed,
966-6305-002,Plan Delivery Qty,20-Jan-25,Thu,
966-6305-002,Plan Delivery Qty,20-Jan-25,Fri,
966-6305-003,Plan Build Qty,23-Dec-24,Sat,
966-6305-003,Plan Build Qty,30-Dec-24,Sun,
966-6305-003,Plan Build Qty,30-Dec-24,Mon,
966-6305-003,Plan Build Qty,30-Dec-24,Tue,
966-6305-003,Plan Build Qty,30-Dec-24,Wed,
966-6305-003,Plan Build Qty,30-Dec-24,Thu,
966-6305-003,Plan Build Qty,30-Dec-24,Fri,
966-6305-003,Plan Build Qty,30-Dec-24,Sat,
966-6305-003,Plan Build Qty,06-Jan-25,Sun,
966-6305-003,Plan Build Qty,06-Jan-25,Mon,
966-6305-003,Plan Build Qty,06-Jan-25,Tue,
966-6305-003,Plan Build Qty,06-Jan-25,Wed,
966-6305-003,Plan Build Qty,06-Jan-25,Thu,
966-6305-003,Plan Build Qty,06-Jan-25,Fri,
966-6305-003,Plan Build Qty,06-Jan-25,Sat,
966-6305-003,Plan Build Qty,13-Jan-25,Sun,
966-6305-003,Plan Build Qty,13-Jan-25,Mon,
966-6305-003,Plan Build Qty,13-Jan-25,Tue,
966-6305-003,Plan Build Qty,13-Jan-25,Wed,
966-6305-003,Plan Build Qty,13-Jan-25,Thu,
966-6305-003,Plan Build Qty,13-Jan-25,Fri,
966-6305-003,Plan Build Qty,13-Jan-25,Sat,
966-6305-003,Plan Build Qty,20-Jan-25,Sun,
966-6305-003,Plan Build Qty,20-Jan-25,Mon,
966-6305-003,Plan Build Qty,20-Jan-25,Tue,
966-6305-003,Plan Build Qty,20-Jan-25,Wed,
966-6305-003,Plan Build Qty,20-Jan-25,Thu,
966-6305-003,Plan Build Qty,20-Jan-25,Fri,
966-6305-003,Plan Delivery Qty,23-Dec-24,Sat,
966-6305-003,Plan Delivery Qty,30-Dec-24,Sun,
966-6305-003,Plan Delivery Qty,30-Dec-24,Mon,
966-6305-003,Plan Delivery Qty,30-Dec-24,Tue,
966-6305-003,Plan Delivery Qty,30-Dec-24,Wed,
966-6305-003,Plan Delivery Qty,30-Dec-24,Thu,
966-6305-003,Plan Delivery Qty,30-Dec-24,Fri,
966-6305-003,Plan Delivery Qty,30-Dec-24,Sat,
966-6305-003,Plan Delivery Qty,06-Jan-25,Sun,
966-6305-003,Plan Delivery Qty,06-Jan-25,Mon,
966-6305-003,Plan Delivery Qty,06-Jan-25,Tue,
966-6305-003,Plan Delivery Qty,06-Jan-25,Wed,
966-6305-003,Plan Delivery Qty,06-Jan-25,Thu,
966-6305-003,Plan Delivery Qty,06-Jan-25,Fri,
966-6305-003,Plan Delivery Qty,06-Jan-25,Sat,
966-6305-003,Plan Delivery Qty,13-Jan-25,Sun,
966-6305-003,Plan Delivery Qty,13-Jan-25,Mon,
966-6305-003,Plan Delivery Qty,13-Jan-25,Tue,
966-6305-003,Plan Delivery Qty,13-Jan-25,Wed,
966-6305-003,Plan Delivery Qty,13-Jan-25,Thu,
966-6305-003,Plan Delivery Qty,13-Jan-25,Fri,
966-6305-003,Plan Delivery Qty,13-Jan-25,Sat,
966-6305-003,Plan Delivery Qty,20-Jan-25,Sun,
966-6305-003,Plan Delivery Qty,20-Jan-25,Mon,
966-6305-003,Plan Delivery Qty,20-Jan-25,Tue,
966-6305-003,Plan Delivery Qty,20-Jan-25,Wed,
966-6305-003,Plan Delivery Qty,20-Jan-25,Thu,
966-6305-003,Plan Delivery Qty,20-Jan-25,Fri,
966-6307-102,Plan Build Qty,23-Dec-24,Sat,
966-6307-102,Plan Build Qty,30-Dec-24,Sun,
966-6307-102,Plan Build Qty,30-Dec-24,Mon,
966-6307-102,Plan Build Qty,30-Dec-24,Tue,
966-6307-102,Plan Build Qty,30-Dec-24,Wed,
966-6307-102,Plan Build Qty,30-Dec-24,Thu,
966-6307-102,Plan Build Qty,30-Dec-24,Fri,
966-6307-102,Plan Build Qty,30-Dec-24,Sat,
966-6307-102,Plan Build Qty,06-Jan-25,Sun,
966-6307-102,Plan Build Qty,06-Jan-25,Mon,
966-6307-102,Plan Build Qty,06-Jan-25,Tue,
966-6307-102,Plan Build Qty,06-Jan-25,Wed,22
966-6307-102,Plan Build Qty,06-Jan-25,Thu,
966-6307-102,Plan Build Qty,06-Jan-25,Fri,
966-6307-102,Plan Build Qty,06-Jan-25,Sat,
966-6307-102,Plan Build Qty,13-Jan-25,Sun,
966-6307-102,Plan Build Qty,13-Jan-25,Mon,
966-6307-102,Plan Build Qty,13-Jan-25,Tue,
966-6307-102,Plan Build Qty,13-Jan-25,Wed,1
966-6307-102,Plan Build Qty,13-Jan-25,Thu,
966-6307-102,Plan Build Qty,13-Jan-25,Fri,
966-6307-102,Plan Build Qty,13-Jan-25,Sat,
966-6307-102,Plan Build Qty,20-Jan-25,Sun,
966-6307-102,Plan Build Qty,20-Jan-25,Mon,
966-6307-102,Plan Build Qty,20-Jan-25,Tue,
966-6307-102,Plan Build Qty,20-Jan-25,Wed,
966-6307-102,Plan Build Qty,20-Jan-25,Thu,
966-6307-102,Plan Build Qty,20-Jan-25,Fri,
966-6307-102,Plan Delivery Qty,23-Dec-24,Sat,
966-6307-102,Plan Delivery Qty,30-Dec-24,Sun,
966-6307-102,Plan Delivery Qty,30-Dec-24,Mon,
966-6307-102,Plan Delivery Qty,30-Dec-24,Tue,
966-6307-102,Plan Delivery Qty,30-Dec-24,Wed,
966-6307-102,Plan Delivery Qty,30-Dec-24,Thu,
966-6307-102,Plan Delivery Qty,30-Dec-24,Fri,
966-6307-102,Plan Delivery Qty,30-Dec-24,Sat,
966-6307-102,Plan Delivery Qty,06-Jan-25,Sun,
966-6307-102,Plan Delivery Qty,06-Jan-25,Mon,
966-6307-102,Plan Delivery Qty,06-Jan-25,Tue,
966-6307-102,Plan Delivery Qty,06-Jan-25,Wed,29
966-6307-102,Plan Delivery Qty,06-Jan-25,Thu,
966-6307-102,Plan Delivery Qty,06-Jan-25,Fri,
966-6307-102,Plan Delivery Qty,06-Jan-25,Sat,
966-6307-102,Plan Delivery Qty,13-Jan-25,Sun,
966-6307-102,Plan Delivery Qty,13-Jan-25,Mon,
966-6307-102,Plan Delivery Qty,13-Jan-25,Tue,
966-6307-102,Plan Delivery Qty,13-Jan-25,Wed,
966-6307-102,Plan Delivery Qty,13-Jan-25,Thu,
966-6307-102,Plan Delivery Qty,13-Jan-25,Fri,
966-6307-102,Plan Delivery Qty,13-Jan-25,Sat,
966-6307-102,Plan Delivery Qty,20-Jan-25,Sun,
966-6307-102,Plan Delivery Qty,20-Jan-25,Mon,
966-6307-102,Plan Delivery Qty,20-Jan-25,Tue,
966-6307-102,Plan Delivery Qty,20-Jan-25,Wed,
966-6307-102,Plan Delivery Qty,20-Jan-25,Thu,
966-6307-102,Plan Delivery Qty,20-Jan-25,Fri,
966-6309-002,Plan Build Qty,23-Dec-24,Sat,
966-6309-002,Plan Build Qty,30-Dec-24,Sun,
966-6309-002,Plan Build Qty,30-Dec-24,Mon,
966-6309-002,Plan Build Qty,30-Dec-24,Tue,
966-6309-002,Plan Build Qty,30-Dec-24,Wed,
966-6309-002,Plan Build Qty,30-Dec-24,Thu,
966-6309-002,Plan Build Qty,30-Dec-24,Fri,
966-6309-002,Plan Build Qty,30-Dec-24,Sat,
966-6309-002,Plan Build Qty,06-Jan-25,Sun,
966-6309-002,Plan Build Qty,06-Jan-25,Mon,
966-6309-002,Plan Build Qty,06-Jan-25,Tue,
966-6309-002,Plan Build Qty,06-Jan-25,Wed,
966-6309-002,Plan Build Qty,06-Jan-25,Thu,
966-6309-002,Plan Build Qty,06-Jan-25,Fri,
966-6309-002,Plan Build Qty,06-Jan-25,Sat,
966-6309-002,Plan Build Qty,13-Jan-25,Sun,
966-6309-002,Plan Build Qty,13-Jan-25,Mon,
966-6309-002,Plan Build Qty,13-Jan-25,Tue,
966-6309-002,Plan Build Qty,13-Jan-25,Wed,
966-6309-002,Plan Build Qty,13-Jan-25,Thu,32
966-6309-002,Plan Build Qty,13-Jan-25,Fri,
966-6309-002,Plan Build Qty,13-Jan-25,Sat,
966-6309-002,Plan Build Qty,20-Jan-25,Sun,
966-6309-002,Plan Build Qty,20-Jan-25,Mon,
966-6309-002,Plan Build Qty,20-Jan-25,Tue,
966-6309-002,Plan Build Qty,20-Jan-25,Wed,
966-6309-002,Plan Build Qty,20-Jan-25,Thu,
966-6309-002,Plan Build Qty,20-Jan-25,Fri,
966-6309-002,Plan Delivery Qty,23-Dec-24,Sat,
966-6309-002,Plan Delivery Qty,30-Dec-24,Sun,
966-6309-002,Plan Delivery Qty,30-Dec-24,Mon,
966-6309-002,Plan Delivery Qty,30-Dec-24,Tue,
966-6309-002,Plan Delivery Qty,30-Dec-24,Wed,
966-6309-002,Plan Delivery Qty,30-Dec-24,Thu,
966-6309-002,Plan Delivery Qty,30-Dec-24,Fri,
966-6309-002,Plan Delivery Qty,30-Dec-24,Sat,
966-6309-002,Plan Delivery Qty,06-Jan-25,Sun,
966-6309-002,Plan Delivery Qty,06-Jan-25,Mon,
966-6309-002,Plan Delivery Qty,06-Jan-25,Tue,
966-6309-002,Plan Delivery Qty,06-Jan-25,Wed,
966-6309-002,Plan Delivery Qty,06-Jan-25,Thu,
966-6309-002,Plan Delivery Qty,06-Jan-25,Fri,
966-6309-002,Plan Delivery Qty,06-Jan-25,Sat,
966-6309-002,Plan Delivery Qty,13-Jan-25,Sun,
966-6309-002,Plan Delivery Qty,13-Jan-25,Mon,
966-6309-002,Plan Delivery Qty,13-Jan-25,Tue,
966-6309-002,Plan Delivery Qty,13-Jan-25,Wed,
966-6309-002,Plan Delivery Qty,13-Jan-25,Thu,
966-6309-002,Plan Delivery Qty,13-Jan-25,Fri,
966-6309-002,Plan Delivery Qty,13-Jan-25,Sat,
966-6309-002,Plan Delivery Qty,20-Jan-25,Sun,
966-6309-002,Plan Delivery Qty,20-Jan-25,Mon,
966-6309-002,Plan Delivery Qty,20-Jan-25,Tue,
966-6309-002,Plan Delivery Qty,20-Jan-25,Wed,
966-6309-002,Plan Delivery Qty,20-Jan-25,Thu,
966-6309-002,Plan Delivery Qty,20-Jan-25,Fri,
966-6584-004,Plan Build Qty,23-Dec-24,Sat,
966-6584-004,Plan Build Qty,30-Dec-24,Sun,
966-6584-004,Plan Build Qty,30-Dec-24,Mon,
966-6584-004,Plan Build Qty,30-Dec-24,Tue,
966-6584-004,Plan Build Qty,30-Dec-24,Wed,
966-6584-004,Plan Build Qty,30-Dec-24,Thu,
966-6584-004,Plan Build Qty,30-Dec-24,Fri,
966-6584-004,Plan Build Qty,30-Dec-24,Sat,
966-6584-004,Plan Build Qty,06-Jan-25,Sun,
966-6584-004,Plan Build Qty,06-Jan-25,Mon,
966-6584-004,Plan Build Qty,06-Jan-25,Tue,
966-6584-004,Plan Build Qty,06-Jan-25,Wed,
966-6584-004,Plan Build Qty,06-Jan-25,Thu,
966-6584-004,Plan Build Qty,06-Jan-25,Fri,
966-6584-004,Plan Build Qty,06-Jan-25,Sat,
966-6584-004,Plan Build Qty,13-Jan-25,Sun,
966-6584-004,Plan Build Qty,13-Jan-25,Mon,
966-6584-004,Plan Build Qty,13-Jan-25,Tue,
966-6584-004,Plan Build Qty,13-Jan-25,Wed,
966-6584-004,Plan Build Qty,13-Jan-25,Thu,
966-6584-004,Plan Build Qty,13-Jan-25,Fri,
966-6584-004,Plan Build Qty,13-Jan-25,Sat,
966-6584-004,Plan Build Qty,20-Jan-25,Sun,
966-6584-004,Plan Build Qty,20-Jan-25,Mon,
966-6584-004,Plan Build Qty,20-Jan-25,Tue,
966-6584-004,Plan Build Qty,20-Jan-25,Wed,
966-6584-004,Plan Build Qty,20-Jan-25,Thu,
966-6584-004,Plan Build Qty,20-Jan-25,Fri,
966-6584-004,Plan Delivery Qty,23-Dec-24,Sat,
966-6584-004,Plan Delivery Qty,30-Dec-24,Sun,
966-6584-004,Plan Delivery Qty,30-Dec-24,Mon,
966-6584-004,Plan Delivery Qty,30-Dec-24,Tue,
966-6584-004,Plan Delivery Qty,30-Dec-24,Wed,
966-6584-004,Plan Delivery Qty,30-Dec-24,Thu,
966-6584-004,Plan Delivery Qty,30-Dec-24,Fri,
966-6584-004,Plan Delivery Qty,30-Dec-24,Sat,
966-6584-004,Plan Delivery Qty,06-Jan-25,Sun,
966-6584-004,Plan Delivery Qty,06-Jan-25,Mon,
966-6584-004,Plan Delivery Qty,06-Jan-25,Tue,
966-6584-004,Plan Delivery Qty,06-Jan-25,Wed,
966-6584-004,Plan Delivery Qty,06-Jan-25,Thu,
966-6584-004,Plan Delivery Qty,06-Jan-25,Fri,
966-6584-004,Plan Delivery Qty,06-Jan-25,Sat,
966-6584-004,Plan Delivery Qty,13-Jan-25,Sun,
966-6584-004,Plan Delivery Qty,13-Jan-25,Mon,
966-6584-004,Plan Delivery Qty,13-Jan-25,Tue,
966-6584-004,Plan Delivery Qty,13-Jan-25,Wed,
966-6584-004,Plan Delivery Qty,13-Jan-25,Thu,
966-6584-004,Plan Delivery Qty,13-Jan-25,Fri,
966-6584-004,Plan Delivery Qty,13-Jan-25,Sat,
966-6584-004,Plan Delivery Qty,20-Jan-25,Sun,
966-6584-004,Plan Delivery Qty,20-Jan-25,Mon,
966-6584-004,Plan Delivery Qty,20-Jan-25,Tue,
966-6584-004,Plan Delivery Qty,20-Jan-25,Wed,
966-6584-004,Plan Delivery Qty,20-Jan-25,Thu,
966-6584-004,Plan Delivery Qty,20-Jan-25,Fri,
966-6584-014,Plan Build Qty,23-Dec-24,Sat,
966-6584-014,Plan Build Qty,30-Dec-24,Sun,
966-6584-014,Plan Build Qty,30-Dec-24,Mon,
966-6584-014,Plan Build Qty,30-Dec-24,Tue,
966-6584-014,Plan Build Qty,30-Dec-24,Wed,
966-6584-014,Plan Build Qty,30-Dec-24,Thu,
966-6584-014,Plan Build Qty,30-Dec-24,Fri,
966-6584-014,Plan Build Qty,30-Dec-24,Sat,
966-6584-014,Plan Build Qty,06-Jan-25,Sun,
966-6584-014,Plan Build Qty,06-Jan-25,Mon,
966-6584-014,Plan Build Qty,06-Jan-25,Tue,
966-6584-014,Plan Build Qty,06-Jan-25,Wed,
966-6584-014,Plan Build Qty,06-Jan-25,Thu,
966-6584-014,Plan Build Qty,06-Jan-25,Fri,
966-6584-014,Plan Build Qty,06-Jan-25,Sat,
966-6584-014,Plan Build Qty,13-Jan-25,Sun,
966-6584-014,Plan Build Qty,13-Jan-25,Mon,
966-6584-014,Plan Build Qty,13-Jan-25,Tue,
966-6584-014,Plan Build Qty,13-Jan-25,Wed,
966-6584-014,Plan Build Qty,13-Jan-25,Thu,
966-6584-014,Plan Build Qty,13-Jan-25,Fri,
966-6584-014,Plan Build Qty,13-Jan-25,Sat,
966-6584-014,Plan Build Qty,20-Jan-25,Sun,
966-6584-014,Plan Build Qty,20-Jan-25,Mon,
966-6584-014,Plan Build Qty,20-Jan-25,Tue,
966-6584-014,Plan Build Qty,20-Jan-25,Wed,
966-6584-014,Plan Build Qty,20-Jan-25,Thu,
966-6584-014,Plan Build Qty,20-Jan-25,Fri,
966-6584-014,Plan Delivery Qty,23-Dec-24,Sat,
966-6584-014,Plan Delivery Qty,30-Dec-24,Sun,
966-6584-014,Plan Delivery Qty,30-Dec-24,Mon,
966-6584-014,Plan Delivery Qty,30-Dec-24,Tue,
966-6584-014,Plan Delivery Qty,30-Dec-24,Wed,
966-6584-014,Plan Delivery Qty,30-Dec-24,Thu,
