Item Delivery,RowDesc,Monday of Week,Weekday,mMatrixValue
822-1648-065,Plan Delivery Qty,10-Feb-25,Sun,
822-1648-065,Plan Delivery Qty,10-Feb-25,Mon,
822-1648-065,Plan Delivery Qty,10-Feb-25,Tue,
822-1648-065,Plan Delivery Qty,10-Feb-25,Wed,
822-1648-065,Plan Delivery Qty,10-Feb-25,Thu,
822-1648-065,Plan Delivery Qty,10-Feb-25,Fri,
822-1648-065,Plan Delivery Qty,10-Feb-25,Sat,
822-1648-065,Plan Delivery Qty,17-Feb-25,Sun,
822-1648-065,Plan Delivery Qty,17-Feb-25,Mon,
822-1648-065,Plan Delivery Qty,17-Feb-25,Tue,
822-1648-065,Plan Delivery Qty,17-Feb-25,Wed,
822-1648-065,Plan Delivery Qty,17-Feb-25,Thu,
822-1648-065,Plan Delivery Qty,17-Feb-25,Fri,
822-1648-165,Plan Build Qty,20-Jan-25,Fri,
822-1648-165,Plan Build Qty,20-Jan-25,Sat,
822-1648-165,Plan Build Qty,27-Jan-25,Sun,
822-1648-165,Plan Build Qty,27-Jan-25,Mon,
822-1648-165,Plan Build Qty,27-Jan-25,Tue,
822-1648-165,Plan Build Qty,27-Jan-25,Wed,
822-1648-165,Plan Build Qty,27-Jan-25,Thu,
822-1648-165,Plan Build Qty,27-Jan-25,Fri,
822-1648-165,Plan Build Qty,27-Jan-25,Sat,
822-1648-165,Plan Build Qty,3-Feb-25,Sun,
822-1648-165,Plan Build Qty,3-Feb-25,Mon,
822-1648-165,Plan Build Qty,3-Feb-25,Tue,
822-1648-165,Plan Build Qty,3-Feb-25,Wed,
822-1648-165,Plan Build Qty,3-Feb-25,Thu,
822-1648-165,Plan Build Qty,3-Feb-25,Fri,
822-1648-165,Plan Build Qty,3-Feb-25,Sat,
822-1648-165,Plan Build Qty,10-Feb-25,Sun,
822-1648-165,Plan Build Qty,10-Feb-25,Mon,
822-1648-165,Plan Build Qty,10-Feb-25,Tue,
822-1648-165,Plan Build Qty,10-Feb-25,Wed,
822-1648-165,Plan Build Qty,10-Feb-25,Thu,
822-1648-165,Plan Build Qty,10-Feb-25,Fri,
822-1648-165,Plan Build Qty,10-Feb-25,Sat,
822-1648-165,Plan Build Qty,17-Feb-25,Sun,
822-1648-165,Plan Build Qty,17-Feb-25,Mon,
822-1648-165,Plan Build Qty,17-Feb-25,Tue,
822-1648-165,Plan Build Qty,17-Feb-25,Wed,
822-1648-165,Plan Build Qty,17-Feb-25,Thu,
822-1648-165,Plan Build Qty,17-Feb-25,Fri,
822-1648-165,Plan Delivery Qty,20-Jan-25,Fri,
822-1648-165,Plan Delivery Qty,20-Jan-25,Sat,
822-1648-165,Plan Delivery Qty,27-Jan-25,Sun,
822-1648-165,Plan Delivery Qty,27-Jan-25,Mon,
822-1648-165,Plan Delivery Qty,27-Jan-25,Tue,
822-1648-165,Plan Delivery Qty,27-Jan-25,Wed,
822-1648-165,Plan Delivery Qty,27-Jan-25,Thu,
822-1648-165,Plan Delivery Qty,27-Jan-25,Fri,
822-1648-165,Plan Delivery Qty,27-Jan-25,Sat,
822-1648-165,Plan Delivery Qty,3-Feb-25,Sun,
822-1648-165,Plan Delivery Qty,3-Feb-25,Mon,
822-1648-165,Plan Delivery Qty,3-Feb-25,Tue,
822-1648-165,Plan Delivery Qty,3-Feb-25,Wed,
822-1648-165,Plan Delivery Qty,3-Feb-25,Thu,
822-1648-165,Plan Delivery Qty,3-Feb-25,Fri,
822-1648-165,Plan Delivery Qty,3-Feb-25,Sat,
822-1648-165,Plan Delivery Qty,10-Feb-25,Sun,
822-1648-165,Plan Delivery Qty,10-Feb-25,Mon,
822-1648-165,Plan Delivery Qty,10-Feb-25,Tue,
822-1648-165,Plan Delivery Qty,10-Feb-25,Wed,
822-1648-165,Plan Delivery Qty,10-Feb-25,Thu,
822-1648-165,Plan Delivery Qty,10-Feb-25,Fri,
822-1648-165,Plan Delivery Qty,10-Feb-25,Sat,
822-1648-165,Plan Delivery Qty,17-Feb-25,Sun,
822-1648-165,Plan Delivery Qty,17-Feb-25,Mon,
822-1648-165,Plan Delivery Qty,17-Feb-25,Tue,
822-1648-165,Plan Delivery Qty,17-Feb-25,Wed,
822-1648-165,Plan Delivery Qty,17-Feb-25,Thu,
822-1648-165,Plan Delivery Qty,17-Feb-25,Fri,
822-1873-002,Plan Build Qty,20-Jan-25,Fri,
822-1873-002,Plan Build Qty,20-Jan-25,Sat,
822-1873-002,Plan Build Qty,27-Jan-25,Sun,
822-1873-002,Plan Build Qty,27-Jan-25,Mon,
822-1873-002,Plan Build Qty,27-Jan-25,Tue,
822-1873-002,Plan Build Qty,27-Jan-25,Wed,
822-1873-002,Plan Build Qty,27-Jan-25,Thu,
822-1873-002,Plan Build Qty,27-Jan-25,Fri,
822-1873-002,Plan Build Qty,27-Jan-25,Sat,
822-1873-002,Plan Build Qty,3-Feb-25,Sun,
822-1873-002,Plan Build Qty,3-Feb-25,Mon,
822-1873-002,Plan Build Qty,3-Feb-25,Tue,
822-1873-002,Plan Build Qty,3-Feb-25,Wed,
822-1873-002,Plan Build Qty,3-Feb-25,Thu,
822-1873-002,Plan Build Qty,3-Feb-25,Fri,
822-1873-002,Plan Build Qty,3-Feb-25,Sat,
822-1873-002,Plan Build Qty,10-Feb-25,Sun,
822-1873-002,Plan Build Qty,10-Feb-25,Mon,
822-1873-002,Plan Build Qty,10-Feb-25,Tue,
822-1873-002,Plan Build Qty,10-Feb-25,Wed,
822-1873-002,Plan Build Qty,10-Feb-25,Thu,
822-1873-002,Plan Build Qty,10-Feb-25,Fri,
822-1873-002,Plan Build Qty,10-Feb-25,Sat,
822-1873-002,Plan Build Qty,17-Feb-25,Sun,
822-1873-002,Plan Build Qty,17-Feb-25,Mon,
822-1873-002,Plan Build Qty,17-Feb-25,Tue,
822-1873-002,Plan Build Qty,17-Feb-25,Wed,
822-1873-002,Plan Build Qty,17-Feb-25,Thu,
822-1873-002,Plan Build Qty,17-Feb-25,Fri,
822-1873-002,Plan Delivery Qty,20-Jan-25,Fri,
822-1873-002,Plan Delivery Qty,20-Jan-25,Sat,
822-1873-002,Plan Delivery Qty,27-Jan-25,Sun,
822-1873-002,Plan Delivery Qty,27-Jan-25,Mon,
822-1873-002,Plan Delivery Qty,27-Jan-25,Tue,
822-1873-002,Plan Delivery Qty,27-Jan-25,Wed,
822-1873-002,Plan Delivery Qty,27-Jan-25,Thu,
822-1873-002,Plan Delivery Qty,27-Jan-25,Fri,
822-1873-002,Plan Delivery Qty,27-Jan-25,Sat,
822-1873-002,Plan Delivery Qty,3-Feb-25,Sun,
822-1873-002,Plan Delivery Qty,3-Feb-25,Mon,
822-1873-002,Plan Delivery Qty,3-Feb-25,Tue,
822-1873-002,Plan Delivery Qty,3-Feb-25,Wed,
822-1873-002,Plan Delivery Qty,3-Feb-25,Thu,
822-1873-002,Plan Delivery Qty,3-Feb-25,Fri,
822-1873-002,Plan Delivery Qty,3-Feb-25,Sat,
822-1873-002,Plan Delivery Qty,10-Feb-25,Sun,
822-1873-002,Plan Delivery Qty,10-Feb-25,Mon,
822-1873-002,Plan Delivery Qty,10-Feb-25,Tue,
822-1873-002,Plan Delivery Qty,10-Feb-25,Wed,
822-1873-002,Plan Delivery Qty,10-Feb-25,Thu,
822-1873-002,Plan Delivery Qty,10-Feb-25,Fri,
822-1873-002,Plan Delivery Qty,10-Feb-25,Sat,
822-1873-002,Plan Delivery Qty,17-Feb-25,Sun,
822-1873-002,Plan Delivery Qty,17-Feb-25,Mon,
822-1873-002,Plan Delivery Qty,17-Feb-25,Tue,
822-1873-002,Plan Delivery Qty,17-Feb-25,Wed,
822-1873-002,Plan Delivery Qty,17-Feb-25,Thu,
822-1873-002,Plan Delivery Qty,17-Feb-25,Fri,
822-1873-003,Plan Build Qty,20-Jan-25,Fri,
822-1873-003,Plan Build Qty,20-Jan-25,Sat,
822-1873-003,Plan Build Qty,27-Jan-25,Sun,
822-1873-003,Plan Build Qty,27-Jan-25,Mon,
822-1873-003,Plan Build Qty,27-Jan-25,Tue,
822-1873-003,Plan Build Qty,27-Jan-25,Wed,
822-1873-003,Plan Build Qty,27-Jan-25,Thu,
822-1873-003,Plan Build Qty,27-Jan-25,Fri,
822-1873-003,Plan Build Qty,27-Jan-25,Sat,
822-1873-003,Plan Build Qty,3-Feb-25,Sun,
822-1873-003,Plan Build Qty,3-Feb-25,Mon,
822-1873-003,Plan Build Qty,3-Feb-25,Tue,
822-1873-003,Plan Build Qty,3-Feb-25,Wed,
822-1873-003,Plan Build Qty,3-Feb-25,Thu,
822-1873-003,Plan Build Qty,3-Feb-25,Fri,
822-1873-003,Plan Build Qty,3-Feb-25,Sat,
822-1873-003,Plan Build Qty,10-Feb-25,Sun,
822-1873-003,Plan Build Qty,10-Feb-25,Mon,12
822-1873-003,Plan Build Qty,10-Feb-25,Tue,12
822-1873-003,Plan Build Qty,10-Feb-25,Wed,12
822-1873-003,Plan Build Qty,10-Feb-25,Thu,13
822-1873-003,Plan Build Qty,10-Feb-25,Fri,12
822-1873-003,Plan Build Qty,10-Feb-25,Sat,
822-1873-003,Plan Build Qty,17-Feb-25,Sun,
822-1873-003,Plan Build Qty,17-Feb-25,Mon,12
822-1873-003,Plan Build Qty,17-Feb-25,Tue,12
822-1873-003,Plan Build Qty,17-Feb-25,Wed,12
822-1873-003,Plan Build Qty,17-Feb-25,Thu,12
822-1873-003,Plan Build Qty,17-Feb-25,Fri,12
822-1873-003,Plan Delivery Qty,20-Jan-25,Fri,
822-1873-003,Plan Delivery Qty,20-Jan-25,Sat,
822-1873-003,Plan Delivery Qty,27-Jan-25,Sun,
822-1873-003,Plan Delivery Qty,27-Jan-25,Mon,
822-1873-003,Plan Delivery Qty,27-Jan-25,Tue,
822-1873-003,Plan Delivery Qty,27-Jan-25,Wed,
822-1873-003,Plan Delivery Qty,27-Jan-25,Thu,
822-1873-003,Plan Delivery Qty,27-Jan-25,Fri,
822-1873-003,Plan Delivery Qty,27-Jan-25,Sat,
822-1873-003,Plan Delivery Qty,3-Feb-25,Sun,
822-1873-003,Plan Delivery Qty,3-Feb-25,Mon,
822-1873-003,Plan Delivery Qty,3-Feb-25,Tue,
822-1873-003,Plan Delivery Qty,3-Feb-25,Wed,
822-1873-003,Plan Delivery Qty,3-Feb-25,Thu,
822-1873-003,Plan Delivery Qty,3-Feb-25,Fri,
822-1873-003,Plan Delivery Qty,3-Feb-25,Sat,
822-1873-003,Plan Delivery Qty,10-Feb-25,Sun,
822-1873-003,Plan Delivery Qty,10-Feb-25,Mon,
822-1873-003,Plan Delivery Qty,10-Feb-25,Tue,
822-1873-003,Plan Delivery Qty,10-Feb-25,Wed,
822-1873-003,Plan Delivery Qty,10-Feb-25,Thu,
822-1873-003,Plan Delivery Qty,10-Feb-25,Fri,
822-1873-003,Plan Delivery Qty,10-Feb-25,Sat,12
822-1873-003,Plan Delivery Qty,17-Feb-25,Sun,
822-1873-003,Plan Delivery Qty,17-Feb-25,Mon,
822-1873-003,Plan Delivery Qty,17-Feb-25,Tue,12
822-1873-003,Plan Delivery Qty,17-Feb-25,Wed,12
822-1873-003,Plan Delivery Qty,17-Feb-25,Thu,13
822-1873-003,Plan Delivery Qty,17-Feb-25,Fri,12
822-1873-003+TL,Plan Build Qty,20-Jan-25,Fri,
822-1873-003+TL,Plan Build Qty,20-Jan-25,Sat,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Sun,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Mon,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Tue,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Wed,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Thu,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Fri,
822-1873-003+TL,Plan Build Qty,27-Jan-25,Sat,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Sun,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Mon,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Tue,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Wed,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Thu,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Fri,
822-1873-003+TL,Plan Build Qty,3-Feb-25,Sat,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Sun,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Mon,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Tue,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Wed,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Thu,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Fri,
822-1873-003+TL,Plan Build Qty,10-Feb-25,Sat,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Sun,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Mon,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Tue,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Wed,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Thu,
822-1873-003+TL,Plan Build Qty,17-Feb-25,Fri,
822-1873-003+TL,Plan Delivery Qty,20-Jan-25,Fri,
822-1873-003+TL,Plan Delivery Qty,20-Jan-25,Sat,
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Sun,
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Mon,8
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Tue,9
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Wed,4
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Thu,
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Fri,
822-1873-003+TL,Plan Delivery Qty,27-Jan-25,Sat,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Sun,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Mon,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Tue,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Wed,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Thu,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Fri,
822-1873-003+TL,Plan Delivery Qty,3-Feb-25,Sat,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Sun,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Mon,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Tue,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Wed,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Thu,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Fri,
822-1873-003+TL,Plan Delivery Qty,10-Feb-25,Sat,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Sun,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Mon,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Tue,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Wed,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Thu,
822-1873-003+TL,Plan Delivery Qty,17-Feb-25,Fri,
822-2013-001,Plan Build Qty,20-Jan-25,Fri,
822-2013-001,Plan Build Qty,20-Jan-25,Sat,
822-2013-001,Plan Build Qty,27-Jan-25,Sun,
822-2013-001,Plan Build Qty,27-Jan-25,Mon,1
822-2013-001,Plan Build Qty,27-Jan-25,Tue,
822-2013-001,Plan Build Qty,27-Jan-25,Wed,
822-2013-001,Plan Build Qty,27-Jan-25,Thu,
822-2013-001,Plan Build Qty,27-Jan-25,Fri,
822-2013-001,Plan Build Qty,27-Jan-25,Sat,
822-2013-001,Plan Build Qty,3-Feb-25,Sun,
822-2013-001,Plan Build Qty,3-Feb-25,Mon,
822-2013-001,Plan Build Qty,3-Feb-25,Tue,
822-2013-001,Plan Build Qty,3-Feb-25,Wed,
822-2013-001,Plan Build Qty,3-Feb-25,Thu,
822-2013-001,Plan Build Qty,3-Feb-25,Fri,
822-2013-001,Plan Build Qty,3-Feb-25,Sat,
822-2013-001,Plan Build Qty,10-Feb-25,Sun,
822-2013-001,Plan Build Qty,10-Feb-25,Mon,
822-2013-001,Plan Build Qty,10-Feb-25,Tue,
822-2013-001,Plan Build Qty,10-Feb-25,Wed,
822-2013-001,Plan Build Qty,10-Feb-25,Thu,
822-2013-001,Plan Build Qty,10-Feb-25,Fri,
822-2013-001,Plan Build Qty,10-Feb-25,Sat,
822-2013-001,Plan Build Qty,17-Feb-25,Sun,
822-2013-001,Plan Build Qty,17-Feb-25,Mon,
822-2013-001,Plan Build Qty,17-Feb-25,Tue,
822-2013-001,Plan Build Qty,17-Feb-25,Wed,
822-2013-001,Plan Build Qty,17-Feb-25,Thu,
822-2013-001,Plan Build Qty,17-Feb-25,Fri,
822-2013-001,Plan Delivery Qty,20-Jan-25,Fri,
822-2013-001,Plan Delivery Qty,20-Jan-25,Sat,
822-2013-001,Plan Delivery Qty,27-Jan-25,Sun,
822-2013-001,Plan Delivery Qty,27-Jan-25,Mon,1
822-2013-001,Plan Delivery Qty,27-Jan-25,Tue,
822-2013-001,Plan Delivery Qty,27-Jan-25,Wed,
822-2013-001,Plan Delivery Qty,27-Jan-25,Thu,
822-2013-001,Plan Delivery Qty,27-Jan-25,Fri,
822-2013-001,Plan Delivery Qty,27-Jan-25,Sat,
822-2013-001,Plan Delivery Qty,3-Feb-25,Sun,
822-2013-001,Plan Delivery Qty,3-Feb-25,Mon,
822-2013-001,Plan Delivery Qty,3-Feb-25,Tue,
822-2013-001,Plan Delivery Qty,3-Feb-25,Wed,
822-2013-001,Plan Delivery Qty,3-Feb-25,Thu,
822-2013-001,Plan Delivery Qty,3-Feb-25,Fri,
822-2013-001,Plan Delivery Qty,3-Feb-25,Sat,
822-2013-001,Plan Delivery Qty,10-Feb-25,Sun,
822-2013-001,Plan Delivery Qty,10-Feb-25,Mon,
822-2013-001,Plan Delivery Qty,10-Feb-25,Tue,
822-2013-001,Plan Delivery Qty,10-Feb-25,Wed,
822-2013-001,Plan Delivery Qty,10-Feb-25,Thu,
822-2013-001,Plan Delivery Qty,10-Feb-25,Fri,
822-2013-001,Plan Delivery Qty,10-Feb-25,Sat,
822-2013-001,Plan Delivery Qty,17-Feb-25,Sun,
822-2013-001,Plan Delivery Qty,17-Feb-25,Mon,
822-2013-001,Plan Delivery Qty,17-Feb-25,Tue,
822-2013-001,Plan Delivery Qty,17-Feb-25,Wed,
822-2013-001,Plan Delivery Qty,17-Feb-25,Thu,
822-2013-001,Plan Delivery Qty,17-Feb-25,Fri,
822-2062-001,Plan Build Qty,20-Jan-25,Fri,
822-2062-001,Plan Build Qty,20-Jan-25,Sat,
822-2062-001,Plan Build Qty,27-Jan-25,Sun,
822-2062-001,Plan Build Qty,27-Jan-25,Mon,12
822-2062-001,Plan Build Qty,27-Jan-25,Tue,
822-2062-001,Plan Build Qty,27-Jan-25,Wed,
822-2062-001,Plan Build Qty,27-Jan-25,Thu,
822-2062-001,Plan Build Qty,27-Jan-25,Fri,
822-2062-001,Plan Build Qty,27-Jan-25,Sat,
822-2062-001,Plan Build Qty,3-Feb-25,Sun,
822-2062-001,Plan Build Qty,3-Feb-25,Mon,
822-2062-001,Plan Build Qty,3-Feb-25,Tue,
822-2062-001,Plan Build Qty,3-Feb-25,Wed,
822-2062-001,Plan Build Qty,3-Feb-25,Thu,
822-2062-001,Plan Build Qty,3-Feb-25,Fri,
822-2062-001,Plan Build Qty,3-Feb-25,Sat,
822-2062-001,Plan Build Qty,10-Feb-25,Sun,
822-2062-001,Plan Build Qty,10-Feb-25,Mon,
822-2062-001,Plan Build Qty,10-Feb-25,Tue,
822-2062-001,Plan Build Qty,10-Feb-25,Wed,
822-2062-001,Plan Build Qty,10-Feb-25,Thu,
822-2062-001,Plan Build Qty,10-Feb-25,Fri,
822-2062-001,Plan Build Qty,10-Feb-25,Sat,
822-2062-001,Plan Build Qty,17-Feb-25,Sun,
822-2062-001,Plan Build Qty,17-Feb-25,Mon,
822-2062-001,Plan Build Qty,17-Feb-25,Tue,
822-2062-001,Plan Build Qty,17-Feb-25,Wed,
822-2062-001,Plan Build Qty,17-Feb-25,Thu,
822-2062-001,Plan Build Qty,17-Feb-25,Fri,
822-2062-001,Plan Delivery Qty,20-Jan-25,Fri,
822-2062-001,Plan Delivery Qty,20-Jan-25,Sat,
822-2062-001,Plan Delivery Qty,27-Jan-25,Sun,
822-2062-001,Plan Delivery Qty,27-Jan-25,Mon,
822-2062-001,Plan Delivery Qty,27-Jan-25,Tue,12
822-2062-001,Plan Delivery Qty,27-Jan-25,Wed,
822-2062-001,Plan Delivery Qty,27-Jan-25,Thu,
822-2062-001,Plan Delivery Qty,27-Jan-25,Fri,
822-2062-001,Plan Delivery Qty,27-Jan-25,Sat,
822-2062-001,Plan Delivery Qty,3-Feb-25,Sun,
822-2062-001,Plan Delivery Qty,3-Feb-25,Mon,
822-2062-001,Plan Delivery Qty,3-Feb-25,Tue,
822-2062-001,Plan Delivery Qty,3-Feb-25,Wed,
822-2062-001,Plan Delivery Qty,3-Feb-25,Thu,
822-2062-001,Plan Delivery Qty,3-Feb-25,Fri,
822-2062-001,Plan Delivery Qty,3-Feb-25,Sat,
822-2062-001,Plan Delivery Qty,10-Feb-25,Sun,
822-2062-001,Plan Delivery Qty,10-Feb-25,Mon,
822-2062-001,Plan Delivery Qty,10-Feb-25,Tue,
822-2062-001,Plan Delivery Qty,10-Feb-25,Wed,
822-2062-001,Plan Delivery Qty,10-Feb-25,Thu,
822-2062-001,Plan Delivery Qty,10-Feb-25,Fri,
822-2062-001,Plan Delivery Qty,10-Feb-25,Sat,
822-2062-001,Plan Delivery Qty,17-Feb-25,Sun,
822-2062-001,Plan Delivery Qty,17-Feb-25,Mon,
822-2062-001,Plan Delivery Qty,17-Feb-25,Tue,
822-2062-001,Plan Delivery Qty,17-Feb-25,Wed,
822-2062-001,Plan Delivery Qty,17-Feb-25,Thu,
822-2062-001,Plan Delivery Qty,17-Feb-25,Fri,
822-2062-105,Plan Build Qty,20-Jan-25,Fri,
822-2062-105,Plan Build Qty,20-Jan-25,Sat,
822-2062-105,Plan Build Qty,27-Jan-25,Sun,
822-2062-105,Plan Build Qty,27-Jan-25,Mon,
822-2062-105,Plan Build Qty,27-Jan-25,Tue,
822-2062-105,Plan Build Qty,27-Jan-25,Wed,
822-2062-105,Plan Build Qty,27-Jan-25,Thu,
822-2062-105,Plan Build Qty,27-Jan-25,Fri,
822-2062-105,Plan Build Qty,27-Jan-25,Sat,
822-2062-105,Plan Build Qty,3-Feb-25,Sun,
822-2062-105,Plan Build Qty,3-Feb-25,Mon,
822-2062-105,Plan Build Qty,3-Feb-25,Tue,
822-2062-105,Plan Build Qty,3-Feb-25,Wed,
822-2062-105,Plan Build Qty,3-Feb-25,Thu,
822-2062-105,Plan Build Qty,3-Feb-25,Fri,
822-2062-105,Plan Build Qty,3-Feb-25,Sat,
822-2062-105,Plan Build Qty,10-Feb-25,Sun,
822-2062-105,Plan Build Qty,10-Feb-25,Mon,
822-2062-105,Plan Build Qty,10-Feb-25,Tue,
822-2062-105,Plan Build Qty,10-Feb-25,Wed,
822-2062-105,Plan Build Qty,10-Feb-25,Thu,
822-2062-105,Plan Build Qty,10-Feb-25,Fri,
822-2062-105,Plan Build Qty,10-Feb-25,Sat,
822-2062-105,Plan Build Qty,17-Feb-25,Sun,
822-2062-105,Plan Build Qty,17-Feb-25,Mon,
822-2062-105,Plan Build Qty,17-Feb-25,Tue,
822-2062-105,Plan Build Qty,17-Feb-25,Wed,
822-2062-105,Plan Build Qty,17-Feb-25,Thu,
822-2062-105,Plan Build Qty,17-Feb-25,Fri,
822-2062-105,Plan Delivery Qty,20-Jan-25,Fri,
822-2062-105,Plan Delivery Qty,20-Jan-25,Sat,
822-2062-105,Plan Delivery Qty,27-Jan-25,Sun,
822-2062-105,Plan Delivery Qty,27-Jan-25,Mon,
822-2062-105,Plan Delivery Qty,27-Jan-25,Tue,
822-2062-105,Plan Delivery Qty,27-Jan-25,Wed,
822-2062-105,Plan Delivery Qty,27-Jan-25,Thu,
822-2062-105,Plan Delivery Qty,27-Jan-25,Fri,
822-2062-105,Plan Delivery Qty,27-Jan-25,Sat,
822-2062-105,Plan Delivery Qty,3-Feb-25,Sun,
822-2062-105,Plan Delivery Qty,3-Feb-25,Mon,
822-2062-105,Plan Delivery Qty,3-Feb-25,Tue,
822-2062-105,Plan Delivery Qty,3-Feb-25,Wed,
822-2062-105,Plan Delivery Qty,3-Feb-25,Thu,
822-2062-105,Plan Delivery Qty,3-Feb-25,Fri,
822-2062-105,Plan Delivery Qty,3-Feb-25,Sat,
822-2062-105,Plan Delivery Qty,10-Feb-25,Sun,
822-2062-105,Plan Delivery Qty,10-Feb-25,Mon,
822-2062-105,Plan Delivery Qty,10-Feb-25,Tue,
822-2062-105,Plan Delivery Qty,10-Feb-25,Wed,
822-2062-105,Plan Delivery Qty,10-Feb-25,Thu,
822-2062-105,Plan Delivery Qty,10-Feb-25,Fri,
822-2062-105,Plan Delivery Qty,10-Feb-25,Sat,
822-2062-105,Plan Delivery Qty,17-Feb-25,Sun,
822-2062-105,Plan Delivery Qty,17-Feb-25,Mon,
822-2062-105,Plan Delivery Qty,17-Feb-25,Tue,
822-2062-105,Plan Delivery Qty,17-Feb-25,Wed,
822-2062-105,Plan Delivery Qty,17-Feb-25,Thu,
822-2062-105,Plan Delivery Qty,17-Feb-25,Fri,
822-2093-002,Plan Build Qty,20-Jan-25,Fri,
822-2093-002,Plan Build Qty,20-Jan-25,Sat,
822-2093-002,Plan Build Qty,27-Jan-25,Sun,
822-2093-002,Plan Build Qty,27-Jan-25,Mon,
822-2093-002,Plan Build Qty,27-Jan-25,Tue,
822-2093-002,Plan Build Qty,27-Jan-25,Wed,
822-2093-002,Plan Build Qty,27-Jan-25,Thu,
822-2093-002,Plan Build Qty,27-Jan-25,Fri,
822-2093-002,Plan Build Qty,27-Jan-25,Sat,
822-2093-002,Plan Build Qty,3-Feb-25,Sun,
822-2093-002,Plan Build Qty,3-Feb-25,Mon,
822-2093-002,Plan Build Qty,3-Feb-25,Tue,
822-2093-002,Plan Build Qty,3-Feb-25,Wed,
822-2093-002,Plan Build Qty,3-Feb-25,Thu,
822-2093-002,Plan Build Qty,3-Feb-25,Fri,
822-2093-002,Plan Build Qty,3-Feb-25,Sat,
822-2093-002,Plan Build Qty,10-Feb-25,Sun,
822-2093-002,Plan Build Qty,10-Feb-25,Mon,
822-2093-002,Plan Build Qty,10-Feb-25,Tue,
822-2093-002,Plan Build Qty,10-Feb-25,Wed,
822-2093-002,Plan Build Qty,10-Feb-25,Thu,
822-2093-002,Plan Build Qty,10-Feb-25,Fri,
822-2093-002,Plan Build Qty,10-Feb-25,Sat,
822-2093-002,Plan Build Qty,17-Feb-25,Sun,
822-2093-002,Plan Build Qty,17-Feb-25,Mon,
822-2093-002,Plan Build Qty,17-Feb-25,Tue,
822-2093-002,Plan Build Qty,17-Feb-25,Wed,
822-2093-002,Plan Build Qty,17-Feb-25,Thu,
822-2093-002,Plan Build Qty,17-Feb-25,Fri,
822-2093-002,Plan Delivery Qty,20-Jan-25,Fri,
822-2093-002,Plan Delivery Qty,20-Jan-25,Sat,
822-2093-002,Plan Delivery Qty,27-Jan-25,Sun,
822-2093-002,Plan Delivery Qty,27-Jan-25,Mon,
822-2093-002,Plan Delivery Qty,27-Jan-25,Tue,
822-2093-002,Plan Delivery Qty,27-Jan-25,Wed,
822-2093-002,Plan Delivery Qty,27-Jan-25,Thu,
822-2093-002,Plan Delivery Qty,27-Jan-25,Fri,
822-2093-002,Plan Delivery Qty,27-Jan-25,Sat,
822-2093-002,Plan Delivery Qty,3-Feb-25,Sun,
822-2093-002,Plan Delivery Qty,3-Feb-25,Mon,
