FISCAL_YEAR,FISCAL_MONTH,FISCAL_WEEK,FY Qty Rate,SEGMENT1
2025,Aug25,31,2424,987-8760-002+TL
2025,Aug25,31,2424,987-9055-202
2025,Aug25,31,2424,987-9055-202+TL
2025,Aug25,31,2424,987-9705-001
2025,Aug25,31,2424,987-9705-001+TL
2025,Aug25,31,2424,987-9705-012
2025,Aug25,31,2424,987-9705-012+TL
2025,Aug25,31,2424,987-9705-112
2025,Aug25,32,2386,277-1017-010
2025,Aug25,32,2386,523-0780737
2025,Aug25,32,2386,766-0000-001+TL
2025,Aug25,32,2386,822-1600-138
2025,Aug25,32,2386,822-1600-138+TL
2025,Aug25,32,2386,822-1873-003
2025,Aug25,32,2386,822-1873-003+TL
2025,Aug25,32,2386,822-2093-104
2025,Aug25,32,2386,822-2093-104+TL
2025,Aug25,32,2386,822-2347-404
2025,Aug25,32,2386,822-2347-404+TL
2025,Aug25,32,2386,822-2347-424
2025,Aug25,32,2386,822-2347-424+TL
2025,Aug25,32,2386,822-2347-504+TL
2025,Aug25,32,2386,822-2904-111
2025,Aug25,32,2386,822-2904-111+TL
2025,Aug25,32,2386,822-2904-211
2025,Aug25,32,2386,822-2904-211+TL
2025,Aug25,32,2386,822-3078-002+TL
2025,Aug25,32,2386,822-3198-003
2025,Aug25,32,2386,822-3198-003+TL
2025,Aug25,32,2386,822-3198-013
2025,Aug25,32,2386,822-3198-013+TL
2025,Aug25,32,2386,822-3255-001
2025,Aug25,32,2386,822-3255-001+TL
2025,Aug25,32,2386,822-3267-601
2025,Aug25,32,2386,822-3396-002
2025,Aug25,32,2386,822-3527-012
2025,Aug25,32,2386,822-3527-012+TL
2025,Aug25,32,2386,822-3592-011
2025,Aug25,32,2386,822-3697-001
2025,Aug25,32,2386,822-3697-001+TL
2025,Aug25,32,2386,835-1032-010
2025,Aug25,32,2386,944-3765-008
2025,Aug25,32,2386,944-3767-105
2025,Aug25,32,2386,966-1831-005
2025,Aug25,32,2386,966-2083-244
2025,Aug25,32,2386,966-2083-344
2025,Aug25,32,2386,966-2083-364
2025,Aug25,32,2386,966-2083-964
2025,Aug25,32,2386,966-2083-974
2025,Aug25,32,2386,966-2303-001
2025,Aug25,32,2386,966-2359-009
2025,Aug25,32,2386,966-2700-004
2025,Aug25,32,2386,966-2859-010
2025,Aug25,32,2386,966-3648-001
2025,Aug25,32,2386,966-4516-007
2025,Aug25,32,2386,966-4518-006
2025,Aug25,32,2386,966-6305-002
2025,Aug25,32,2386,966-6307-102
2025,Aug25,32,2386,966-6309-002
2025,Aug25,32,2386,966-6586-004
2025,Aug25,32,2386,966-6586-005
2025,Aug25,32,2386,966-6971-005
2025,Aug25,32,2386,966-6973-104
2025,Aug25,32,2386,966-7400-011
2025,Aug25,32,2386,983-9834-111
2025,Aug25,32,2386,983-9834-111+SA
2025,Aug25,32,2386,983-9834-212
2025,Aug25,32,2386,983-9834-212+SA
2025,Aug25,32,2386,987-0018-661
2025,Aug25,32,2386,987-0018-661+PR
2025,Aug25,32,2386,987-1334-003
2025,Aug25,32,2386,987-2094-004
2025,Aug25,32,2386,987-2434-300
2025,Aug25,32,2386,987-2618-121
2025,Aug25,32,2386,987-2618-121+TL
2025,Aug25,32,2386,987-2618-221
2025,Aug25,32,2386,987-2618-221+TL
2025,Aug25,32,2386,987-2618-321
2025,Aug25,32,2386,987-2618-321+TL
2025,Aug25,32,2386,987-3594-110
2025,Aug25,32,2386,987-7173-884
2025,Aug25,32,2386,987-7173-884+SA
2025,Aug25,32,2386,987-7173-885
2025,Aug25,32,2386,987-8760-002
2025,Aug25,32,2386,987-8760-002+TL
2025,Aug25,32,2386,987-9055-202
2025,Aug25,32,2386,987-9055-202+TL
2025,Aug25,32,2386,987-9705-001
2025,Aug25,32,2386,987-9705-001+TL
2025,Aug25,32,2386,987-9705-012
2025,Aug25,32,2386,987-9705-012+TL
2025,Aug25,33,2400,277-1017-010
2025,Aug25,33,2400,523-0780737
2025,Aug25,33,2400,766-0000-001
2025,Aug25,33,2400,822-1600-138
2025,Aug25,33,2400,822-1600-138+TL
2025,Aug25,33,2400,822-1873-003
2025,Aug25,33,2400,822-1873-003+TL
2025,Aug25,33,2400,822-2093-104
2025,Aug25,33,2400,822-2093-104+TL
2025,Aug25,33,2400,822-2347-404
2025,Aug25,33,2400,822-2347-404+TL
2025,Aug25,33,2400,822-2347-424
2025,Aug25,33,2400,822-2347-424+TL
2025,Aug25,33,2400,822-2347-504
2025,Aug25,33,2400,822-2904-111
2025,Aug25,33,2400,822-2904-111+TL
2025,Aug25,33,2400,822-2904-211
2025,Aug25,33,2400,822-2904-211+TL
2025,Aug25,33,2400,822-3078-002+TL
2025,Aug25,33,2400,822-3198-003
2025,Aug25,33,2400,822-3198-003+TL
2025,Aug25,33,2400,822-3198-013
2025,Aug25,33,2400,822-3198-013+TL
2025,Aug25,33,2400,822-3255-001
2025,Aug25,33,2400,822-3255-001+TL
2025,Aug25,33,2400,822-3267-601+TL
2025,Aug25,33,2400,822-3396-002
2025,Aug25,33,2400,822-3527-012
2025,Aug25,33,2400,822-3527-012+TL
2025,Aug25,33,2400,822-3592-011
2025,Aug25,33,2400,822-3697-001
2025,Aug25,33,2400,822-3697-001+TL
2025,Aug25,33,2400,835-1032-010
2025,Aug25,33,2400,944-3765-008
2025,Aug25,33,2400,944-3767-105
2025,Aug25,33,2400,966-0460-004
2025,Aug25,33,2400,966-2083-244
2025,Aug25,33,2400,966-2083-364
2025,Aug25,33,2400,966-2083-964
2025,Aug25,33,2400,966-2083-974
2025,Aug25,33,2400,966-2188-104
2025,Aug25,33,2400,966-2335-002
2025,Aug25,33,2400,966-2631-003
2025,Aug25,33,2400,966-2700-004
2025,Aug25,33,2400,966-2724-001
2025,Aug25,33,2400,966-2859-010
2025,Aug25,33,2400,966-3648-001
2025,Aug25,33,2400,966-4333-003
2025,Aug25,33,2400,966-4516-007
2025,Aug25,33,2400,966-4518-006
2025,Aug25,33,2400,966-4550-012
2025,Aug25,33,2400,966-4560-002
2025,Aug25,33,2400,966-4974-003
2025,Aug25,33,2400,966-6586-004
2025,Aug25,33,2400,966-6586-005
2025,Aug25,33,2400,966-6969-004
2025,Aug25,33,2400,966-6973-004
2025,Aug25,33,2400,966-7400-011
2025,Aug25,33,2400,966-7964-004
2025,Aug25,33,2400,966-8303-003
2025,Aug25,33,2400,966-8492-004
2025,Aug25,33,2400,983-9834-111
2025,Aug25,33,2400,983-9834-111+SA
2025,Aug25,33,2400,983-9834-212
2025,Aug25,33,2400,983-9834-212+SA
2025,Aug25,33,2400,987-0018-661
2025,Aug25,33,2400,987-0018-661+PR
2025,Aug25,33,2400,987-1334-003
2025,Aug25,33,2400,987-2094-004
2025,Aug25,33,2400,987-2434-300
2025,Aug25,33,2400,987-2618-121
2025,Aug25,33,2400,987-2618-121+TL
2025,Aug25,33,2400,987-2618-221
2025,Aug25,33,2400,987-2618-221+TL
2025,Aug25,33,2400,987-2618-321
2025,Aug25,33,2400,987-2618-321+TL
2025,Aug25,33,2400,987-3594-110
2025,Aug25,33,2400,987-7173-884
2025,Aug25,33,2400,987-7173-884+SA
2025,Aug25,33,2400,987-7173-885+SA
2025,Aug25,33,2400,987-8760-002
2025,Aug25,33,2400,987-8760-002+TL
2025,Aug25,33,2400,987-9055-202
2025,Aug25,33,2400,987-9055-202+TL
2025,Aug25,33,2400,987-9705-001
2025,Aug25,33,2400,987-9705-001+TL
2025,Aug25,33,2400,987-9705-012
2025,Aug25,33,2400,987-9705-012+TL
2025,Aug25,34,2374,277-1017-010
2025,Aug25,34,2374,523-0780737
2025,Aug25,34,2374,601-0600-008
2025,Aug25,34,2374,822-1600-138
2025,Aug25,34,2374,822-1600-138+TL
2025,Aug25,34,2374,822-1873-003
2025,Aug25,34,2374,822-1873-003+TL
2025,Aug25,34,2374,822-2093-104
2025,Aug25,34,2374,822-2093-104+TL
2025,Aug25,34,2374,822-2347-404
2025,Aug25,34,2374,822-2347-404+TL
2025,Aug25,34,2374,822-2347-424
2025,Aug25,34,2374,822-2347-424+TL
2025,Aug25,34,2374,822-2347-504+TL
2025,Aug25,34,2374,822-2904-111
2025,Aug25,34,2374,822-2904-111+TL
2025,Aug25,34,2374,822-2904-211
2025,Aug25,34,2374,822-2904-211+TL
2025,Aug25,34,2374,822-3078-002+TL
2025,Aug25,34,2374,822-3198-003
2025,Aug25,34,2374,822-3198-003+TL
2025,Aug25,34,2374,822-3198-013
2025,Aug25,34,2374,822-3255-001
2025,Aug25,34,2374,822-3255-001+TL
2025,Aug25,34,2374,822-3267-601+TL
2025,Aug25,34,2374,822-3396-002
2025,Aug25,34,2374,822-3396-002+TL
2025,Aug25,34,2374,822-3527-012
2025,Aug25,34,2374,822-3592-002+TL
2025,Aug25,34,2374,822-3592-011
2025,Aug25,34,2374,822-3697-001
2025,Aug25,34,2374,822-3697-001+TL
2025,Aug25,34,2374,835-1032-010
2025,Aug25,34,2374,944-3765-008
2025,Aug25,34,2374,944-3767-105
2025,Aug25,34,2374,966-1831-005
2025,Aug25,34,2374,966-2052-405
2025,Aug25,34,2374,966-2083-244
2025,Aug25,34,2374,966-2083-344
2025,Aug25,34,2374,966-2083-364
2025,Aug25,34,2374,966-2083-964
2025,Aug25,34,2374,966-2083-974
2025,Aug25,34,2374,966-2188-005
2025,Aug25,34,2374,966-2300-482
2025,Aug25,34,2374,966-2359-009
2025,Aug25,34,2374,966-2700-004
2025,Aug25,34,2374,966-2859-010
2025,Aug25,34,2374,966-3200-004
2025,Aug25,34,2374,966-3200-104
2025,Aug25,34,2374,966-3648-001
2025,Aug25,34,2374,966-4011-002
2025,Aug25,34,2374,966-4516-007
2025,Aug25,34,2374,966-4518-006
2025,Aug25,34,2374,966-5704-005
2025,Aug25,34,2374,966-6584-014
2025,Aug25,34,2374,966-6586-004
2025,Aug25,34,2374,966-6586-005
2025,Aug25,34,2374,966-6971-005
2025,Aug25,34,2374,966-6973-003
2025,Aug25,34,2374,966-6973-103
2025,Aug25,34,2374,966-6973-104
2025,Aug25,34,2374,966-7400-011
2025,Aug25,34,2374,983-9834-111
2025,Aug25,34,2374,983-9834-111+SA
2025,Aug25,34,2374,983-9834-212
2025,Aug25,34,2374,983-9834-212+SA
2025,Aug25,34,2374,987-0018-661
2025,Aug25,34,2374,987-0018-661+PR
2025,Aug25,34,2374,987-1334-003
2025,Aug25,34,2374,987-2094-004
2025,Aug25,34,2374,987-2434-300
2025,Aug25,34,2374,987-2618-121
2025,Aug25,34,2374,987-2618-121+TL
2025,Aug25,34,2374,987-2618-221
2025,Aug25,34,2374,987-2618-221+TL
2025,Aug25,34,2374,987-2618-321
2025,Aug25,34,2374,987-2618-321+TL
2025,Aug25,34,2374,987-3594-110
2025,Aug25,34,2374,987-7173-884
2025,Aug25,34,2374,987-7173-884+SA
2025,Aug25,34,2374,987-7173-885
2025,Aug25,34,2374,987-8760-002
2025,Aug25,34,2374,987-8760-002+TL
2025,Aug25,34,2374,987-9055-202
2025,Aug25,34,2374,987-9055-202+TL
2025,Aug25,34,2374,987-9705-001
2025,Aug25,34,2374,987-9705-001+TL
2025,Aug25,34,2374,987-9705-012
2025,Aug25,34,2374,987-9705-012+TL
2025,Sep25,35,2446,277-1017-010
2025,Sep25,35,2446,523-0780737
2025,Sep25,35,2446,822-1600-138
2025,Sep25,35,2446,822-1600-138+TL
2025,Sep25,35,2446,822-1873-003
2025,Sep25,35,2446,822-1873-003+TL
2025,Sep25,35,2446,822-2093-104
2025,Sep25,35,2446,822-2093-104+TL
2025,Sep25,35,2446,822-2093-511+TL
2025,Sep25,35,2446,822-2347-404
2025,Sep25,35,2446,822-2347-404+TL
2025,Sep25,35,2446,822-2347-424
2025,Sep25,35,2446,822-2347-424+TL
2025,Sep25,35,2446,822-2904-111
2025,Sep25,35,2446,822-2904-111+TL
2025,Sep25,35,2446,822-2904-211
2025,Sep25,35,2446,822-2904-211+TL
2025,Sep25,35,2446,822-3078-002
2025,Sep25,35,2446,822-3078-002+TL
2025,Sep25,35,2446,822-3198-003
2025,Sep25,35,2446,822-3198-003+TL
2025,Sep25,35,2446,822-3255-001
2025,Sep25,35,2446,822-3255-001+TL
2025,Sep25,35,2446,822-3267-601
2025,Sep25,35,2446,822-3267-601+TL
2025,Sep25,35,2446,822-3396-002
2025,Sep25,35,2446,822-3396-002+TL
2025,Sep25,35,2446,822-3527-012+TL
2025,Sep25,35,2446,822-3592-011
2025,Sep25,35,2446,822-3697-001
2025,Sep25,35,2446,822-3697-001+TL
2025,Sep25,35,2446,835-1032-010
2025,Sep25,35,2446,944-3765-008
2025,Sep25,35,2446,944-3767-105
2025,Sep25,35,2446,966-2083-244
2025,Sep25,35,2446,966-2083-364
2025,Sep25,35,2446,966-2083-964
2025,Sep25,35,2446,966-2083-974
2025,Sep25,35,2446,966-2303-001
2025,Sep25,35,2446,966-2700-004
2025,Sep25,35,2446,966-2859-010
2025,Sep25,35,2446,966-3648-001
2025,Sep25,35,2446,966-4333-003
2025,Sep25,35,2446,966-4516-007
2025,Sep25,35,2446,966-4518-006
2025,Sep25,35,2446,966-6307-102
2025,Sep25,35,2446,966-6586-004
2025,Sep25,35,2446,966-6586-005
2025,Sep25,35,2446,966-6969-004
2025,Sep25,35,2446,966-6973-004
2025,Sep25,35,2446,966-7400-011
2025,Sep25,35,2446,983-9834-111
2025,Sep25,35,2446,983-9834-111+SA
2025,Sep25,35,2446,983-9834-212
2025,Sep25,35,2446,983-9834-212+SA
2025,Sep25,35,2446,987-0018-661
2025,Sep25,35,2446,987-0018-661+PR
2025,Sep25,35,2446,987-1334-003
2025,Sep25,35,2446,987-2094-004
2025,Sep25,35,2446,987-2434-300
2025,Sep25,35,2446,987-2618-121
2025,Sep25,35,2446,987-2618-121+TL
2025,Sep25,35,2446,987-2618-221
2025,Sep25,35,2446,987-2618-221+TL
2025,Sep25,35,2446,987-2618-321
2025,Sep25,35,2446,987-2618-321+TL
2025,Sep25,35,2446,987-3594-110
2025,Sep25,35,2446,987-3594-200
2025,Sep25,35,2446,987-7173-884
2025,Sep25,35,2446,987-7173-884+SA
2025,Sep25,35,2446,987-8760-002
2025,Sep25,35,2446,987-8760-002+TL
2025,Sep25,35,2446,987-8770-002
2025,Sep25,35,2446,987-9055-202
2025,Sep25,35,2446,987-9055-202+TL
2025,Sep25,35,2446,987-9705-001
2025,Sep25,35,2446,987-9705-001+TL
2025,Sep25,35,2446,987-9705-012
2025,Sep25,35,2446,987-9705-012+TL
2025,Sep25,35,2446,987-9705-112
2025,Sep25,36,1888,277-1017-010
2025,Sep25,36,1888,523-0780737
2025,Sep25,36,1888,822-1600-138
2025,Sep25,36,1888,822-1600-138+TL
2025,Sep25,36,1888,822-1873-003
2025,Sep25,36,1888,822-1873-003+TL
2025,Sep25,36,1888,822-2093-104
2025,Sep25,36,1888,822-2093-104+TL
2025,Sep25,36,1888,822-2093-511
2025,Sep25,36,1888,822-2347-404
2025,Sep25,36,1888,822-2347-404+TL
2025,Sep25,36,1888,822-2347-424
2025,Sep25,36,1888,822-2347-424+TL
2025,Sep25,36,1888,822-2347-504
2025,Sep25,36,1888,822-2904-111
2025,Sep25,36,1888,822-2904-111+TL
2025,Sep25,36,1888,822-2904-211
2025,Sep25,36,1888,822-2904-211+TL
2025,Sep25,36,1888,822-3078-002
2025,Sep25,36,1888,822-3078-002+TL
2025,Sep25,36,1888,822-3198-003
2025,Sep25,36,1888,822-3198-003+TL
2025,Sep25,36,1888,822-3255-001
2025,Sep25,36,1888,822-3255-001+TL
2025,Sep25,36,1888,822-3267-601
2025,Sep25,36,1888,822-3396-002
2025,Sep25,36,1888,822-3396-002+TL
2025,Sep25,36,1888,822-3527-012
2025,Sep25,36,1888,822-3527-012+TL
2025,Sep25,36,1888,822-3592-002
2025,Sep25,36,1888,822-3592-011
2025,Sep25,36,1888,822-3697-001
2025,Sep25,36,1888,822-3697-001+TL
2025,Sep25,36,1888,835-1032-010
2025,Sep25,36,1888,944-3765-008
2025,Sep25,36,1888,944-3767-105
2025,Sep25,36,1888,966-1831-005
2025,Sep25,36,1888,966-2083-244
2025,Sep25,36,1888,966-2083-344
2025,Sep25,36,1888,966-2083-364
2025,Sep25,36,1888,966-2083-964
2025,Sep25,36,1888,966-2083-974
2025,Sep25,36,1888,966-2359-009
2025,Sep25,36,1888,966-2700-004
2025,Sep25,36,1888,966-2859-010
2025,Sep25,36,1888,966-3648-001
2025,Sep25,36,1888,966-4516-007
2025,Sep25,36,1888,966-4518-006
2025,Sep25,36,1888,966-6305-002
2025,Sep25,36,1888,966-6309-002
2025,Sep25,36,1888,966-6586-004
2025,Sep25,36,1888,966-6586-005
2025,Sep25,36,1888,966-6971-005
2025,Sep25,36,1888,966-6973-103
2025,Sep25,36,1888,966-6973-104
2025,Sep25,36,1888,966-7297-302
2025,Sep25,36,1888,966-7400-011
2025,Sep25,36,1888,966-8736-002
2025,Sep25,36,1888,983-9834-111
2025,Sep25,36,1888,983-9834-111+SA
2025,Sep25,36,1888,983-9834-212
2025,Sep25,36,1888,983-9834-212+SA
2025,Sep25,36,1888,987-0018-661
2025,Sep25,36,1888,987-0018-661+PR
2025,Sep25,36,1888,987-1334-003
2025,Sep25,36,1888,987-2094-004
2025,Sep25,36,1888,987-2434-300
2025,Sep25,36,1888,987-2618-121
2025,Sep25,36,1888,987-2618-121+TL
2025,Sep25,36,1888,987-2618-221
2025,Sep25,36,1888,987-2618-221+TL
2025,Sep25,36,1888,987-2618-321
2025,Sep25,36,1888,987-2618-321+TL
2025,Sep25,36,1888,987-2618-421
2025,Sep25,36,1888,987-3594-110
2025,Sep25,36,1888,987-7173-080
2025,Sep25,36,1888,987-7173-884
2025,Sep25,36,1888,987-7173-884+SA
2025,Sep25,36,1888,987-8760-002
2025,Sep25,36,1888,987-9055-202
2025,Sep25,36,1888,987-9055-202+TL
2025,Sep25,36,1888,987-9705-001
2025,Sep25,36,1888,987-9705-001+TL
2025,Sep25,36,1888,987-9705-012
2025,Sep25,36,1888,987-9705-012+TL
2025,Sep25,36,1888,CCA-0012-002
2025,Sep25,37,2351,277-1017-010
2025,Sep25,37,2351,523-0780737
2025,Sep25,37,2351,601-0600-008
2025,Sep25,37,2351,822-1600-138
2025,Sep25,37,2351,822-1600-138+TL
2025,Sep25,37,2351,822-1873-003
2025,Sep25,37,2351,822-2093-104
2025,Sep25,37,2351,822-2093-104+TL
2025,Sep25,37,2351,822-2347-404
2025,Sep25,37,2351,822-2347-404+TL
2025,Sep25,37,2351,822-2347-424
2025,Sep25,37,2351,822-2347-424+TL
2025,Sep25,37,2351,822-2904-111
2025,Sep25,37,2351,822-2904-111+TL
2025,Sep25,37,2351,822-2904-211
2025,Sep25,37,2351,822-2904-211+TL
2025,Sep25,37,2351,822-3078-002
2025,Sep25,37,2351,822-3078-002+TL
2025,Sep25,37,2351,822-3198-003
2025,Sep25,37,2351,822-3198-003+TL
2025,Sep25,37,2351,822-3255-001
2025,Sep25,37,2351,822-3255-001+TL
2025,Sep25,37,2351,822-3267-601
2025,Sep25,37,2351,822-3396-002
2025,Sep25,37,2351,822-3396-002+TL
2025,Sep25,37,2351,822-3527-012
2025,Sep25,37,2351,822-3527-012+TL
2025,Sep25,37,2351,822-3592-011
2025,Sep25,37,2351,822-3697-001
2025,Sep25,37,2351,822-3697-001+TL
2025,Sep25,37,2351,835-1032-010
2025,Sep25,37,2351,944-3765-008
2025,Sep25,37,2351,944-3767-105
2025,Sep25,37,2351,966-2083-244
2025,Sep25,37,2351,966-2083-364
2025,Sep25,37,2351,966-2083-964
2025,Sep25,37,2351,966-2083-974
2025,Sep25,37,2351,966-2188-104
2025,Sep25,37,2351,966-2335-002
2025,Sep25,37,2351,966-2631-003
2025,Sep25,37,2351,966-2700-004
2025,Sep25,37,2351,966-2859-010
2025,Sep25,37,2351,966-3648-001
2025,Sep25,37,2351,966-4333-003
2025,Sep25,37,2351,966-4516-007
2025,Sep25,37,2351,966-4518-006
2025,Sep25,37,2351,966-6586-004
2025,Sep25,37,2351,966-6586-005
2025,Sep25,37,2351,966-6969-004
2025,Sep25,37,2351,966-6973-004
2025,Sep25,37,2351,966-7400-011
2025,Sep25,37,2351,983-9834-111
2025,Sep25,37,2351,983-9834-111+SA
2025,Sep25,37,2351,983-9834-212
2025,Sep25,37,2351,983-9834-212+SA
2025,Sep25,37,2351,987-0018-661
2025,Sep25,37,2351,987-0018-661+PR
2025,Sep25,37,2351,987-1334-003
2025,Sep25,37,2351,987-2094-004
2025,Sep25,37,2351,987-2434-300
2025,Sep25,37,2351,987-2618-121
2025,Sep25,37,2351,987-2618-121+TL
2025,Sep25,37,2351,987-2618-221
2025,Sep25,37,2351,987-2618-221+TL
2025,Sep25,37,2351,987-2618-321
2025,Sep25,37,2351,987-2618-321+TL
2025,Sep25,37,2351,987-3594-110
2025,Sep25,37,2351,987-7173-884
2025,Sep25,37,2351,987-7173-884+SA
2025,Sep25,37,2351,987-8760-002
2025,Sep25,37,2351,987-8760-002+TL
2025,Sep25,37,2351,987-9055-202
2025,Sep25,37,2351,987-9055-202+TL
2025,Sep25,37,2351,987-9705-001
2025,Sep25,37,2351,987-9705-001+TL
2025,Sep25,37,2351,987-9705-012
2025,Sep25,37,2351,987-9705-012+TL
2025,Sep25,38,2445,277-1017-010
2025,Sep25,38,2445,523-0780737
2025,Sep25,38,2445,822-1600-138
2025,Sep25,38,2445,822-1600-138+TL
2025,Sep25,38,2445,822-2093-104
2025,Sep25,38,2445,822-2093-104+TL
2025,Sep25,38,2445,822-2347-404
2025,Sep25,38,2445,822-2347-404+TL
2025,Sep25,38,2445,822-2347-424
2025,Sep25,38,2445,822-2347-424+TL
2025,Sep25,38,2445,822-2904-111
2025,Sep25,38,2445,822-2904-111+TL
2025,Sep25,38,2445,822-2904-211
2025,Sep25,38,2445,822-2904-211+TL
2025,Sep25,38,2445,822-3078-002
2025,Sep25,38,2445,822-3078-002+TL
2025,Sep25,38,2445,822-3198-003
2025,Sep25,38,2445,822-3198-003+TL
2025,Sep25,38,2445,822-3255-001
2025,Sep25,38,2445,822-3255-001+TL
2025,Sep25,38,2445,822-3267-601+TL
2025,Sep25,38,2445,822-3396-002
2025,Sep25,38,2445,822-3396-002+TL
2025,Sep25,38,2445,822-3527-012
2025,Sep25,38,2445,822-3527-012+TL
2025,Sep25,38,2445,822-3592-002+TL
2025,Sep25,38,2445,822-3592-011
2025,Sep25,38,2445,822-3697-001
2025,Sep25,38,2445,822-3697-001+TL
2025,Sep25,38,2445,835-1032-010
2025,Sep25,38,2445,944-3765-008
2025,Sep25,38,2445,944-3767-105
2025,Sep25,38,2445,966-0460-004
2025,Sep25,38,2445,966-1831-005
2025,Sep25,38,2445,966-2052-405
2025,Sep25,38,2445,966-2083-244
2025,Sep25,38,2445,966-2083-344
2025,Sep25,38,2445,966-2083-364
2025,Sep25,38,2445,966-2083-964
2025,Sep25,38,2445,966-2083-974
2025,Sep25,38,2445,966-2300-482
2025,Sep25,38,2445,966-2303-001
2025,Sep25,38,2445,966-2359-009
2025,Sep25,38,2445,966-2700-004
2025,Sep25,38,2445,966-2859-010
2025,Sep25,38,2445,966-3200-004
2025,Sep25,38,2445,966-3648-001
2025,Sep25,38,2445,966-4011-002
2025,Sep25,38,2445,966-4516-007
2025,Sep25,38,2445,966-4518-006
2025,Sep25,38,2445,966-4550-012
2025,Sep25,38,2445,966-4560-002
2025,Sep25,38,2445,966-5704-005
2025,Sep25,38,2445,966-6584-014
2025,Sep25,38,2445,966-6586-004
2025,Sep25,38,2445,966-6586-005
2025,Sep25,38,2445,966-6971-005
2025,Sep25,38,2445,966-6973-103
2025,Sep25,38,2445,966-6973-104
2025,Sep25,38,2445,966-7297-302
2025,Sep25,38,2445,966-7400-011
2025,Sep25,38,2445,966-8492-004
2025,Sep25,38,2445,983-9834-111
2025,Sep25,38,2445,983-9834-111+SA
2025,Sep25,38,2445,983-9834-212
2025,Sep25,38,2445,983-9834-212+SA
2025,Sep25,38,2445,987-0018-661
2025,Sep25,38,2445,987-0018-661+PR
2025,Sep25,38,2445,987-1334-003
2025,Sep25,38,2445,987-2094-004
2025,Sep25,38,2445,987-2434-300
2025,Sep25,38,2445,987-2618-121
2025,Sep25,38,2445,987-2618-121+TL
2025,Sep25,38,2445,987-2618-221
2025,Sep25,38,2445,987-2618-221+TL
2025,Sep25,38,2445,987-2618-321
2025,Sep25,38,2445,987-2618-321+TL
2025,Sep25,38,2445,987-3594-110
2025,Sep25,38,2445,987-7173-884
2025,Sep25,38,2445,987-7173-884+SA
2025,Sep25,38,2445,987-8760-002
2025,Sep25,38,2445,987-8760-002+TL
2025,Sep25,38,2445,987-9055-202
2025,Sep25,38,2445,987-9055-202+TL
2025,Sep25,38,2445,987-9705-001
2025,Sep25,38,2445,987-9705-001+TL
2025,Sep25,38,2445,987-9705-012
2025,Sep25,38,2445,987-9705-012+TL
2025,Sep25,39,2474,277-1017-010
2025,Sep25,39,2474,523-0780737
2025,Sep25,39,2474,766-0101-001+TL
2025,Sep25,39,2474,822-1600-138
2025,Sep25,39,2474,822-1600-138+TL
2025,Sep25,39,2474,822-2093-104
2025,Sep25,39,2474,822-2093-104+TL
2025,Sep25,39,2474,822-2347-404
2025,Sep25,39,2474,822-2347-404+TL
2025,Sep25,39,2474,822-2347-424
2025,Sep25,39,2474,822-2347-424+TL
2025,Sep25,39,2474,822-2904-111
2025,Sep25,39,2474,822-2904-111+TL
2025,Sep25,39,2474,822-2904-211
2025,Sep25,39,2474,822-2904-211+TL
2025,Sep25,39,2474,822-3078-002
2025,Sep25,39,2474,822-3078-002+TL
2025,Sep25,39,2474,822-3198-003
2025,Sep25,39,2474,822-3198-003+TL
2025,Sep25,39,2474,822-3255-001
2025,Sep25,39,2474,822-3255-001+TL
2025,Sep25,39,2474,822-3267-601+TL
2025,Sep25,39,2474,822-3396-002
2025,Sep25,39,2474,822-3396-002+TL
2025,Sep25,39,2474,822-3527-012
2025,Sep25,39,2474,822-3527-012+TL
2025,Sep25,39,2474,822-3592-011
2025,Sep25,39,2474,822-3634-502+TL
2025,Sep25,39,2474,822-3697-001
2025,Sep25,39,2474,822-3697-001+TL
2025,Sep25,39,2474,835-1032-010
2025,Sep25,39,2474,944-3765-008
2025,Sep25,39,2474,944-3767-105
2025,Sep25,39,2474,966-1237-003
2025,Sep25,39,2474,966-2083-244
2025,Sep25,39,2474,966-2083-364
2025,Sep25,39,2474,966-2083-964
2025,Sep25,39,2474,966-2083-974
2025,Sep25,39,2474,966-2188-005
2025,Sep25,39,2474,966-2700-004
2025,Sep25,39,2474,966-2859-010
2025,Sep25,39,2474,966-3648-001
2025,Sep25,39,2474,966-4333-003
2025,Sep25,39,2474,966-4516-007
2025,Sep25,39,2474,966-4518-006
2025,Sep25,39,2474,966-4974-003
2025,Sep25,39,2474,966-6307-102
2025,Sep25,39,2474,966-6586-004
2025,Sep25,39,2474,966-6586-005
2025,Sep25,39,2474,966-6969-004
2025,Sep25,39,2474,966-6973-004
2025,Sep25,39,2474,966-7400-011
2025,Sep25,39,2474,983-9834-111
2025,Sep25,39,2474,983-9834-111+SA
2025,Sep25,39,2474,983-9834-212
2025,Sep25,39,2474,983-9834-212+SA
2025,Sep25,39,2474,987-0018-661
2025,Sep25,39,2474,987-0018-661+PR
2025,Sep25,39,2474,987-1334-003
2025,Sep25,39,2474,987-2094-004
2025,Sep25,39,2474,987-2434-300
2025,Sep25,39,2474,987-2618-121
2025,Sep25,39,2474,987-2618-121+TL
2025,Sep25,39,2474,987-2618-221
2025,Sep25,39,2474,987-2618-221+TL
2025,Sep25,39,2474,987-2618-321
2025,Sep25,39,2474,987-2618-321+TL
2025,Sep25,39,2474,987-3594-110
