FISCAL_YEAR,FISCAL_MONTH,FISCAL_WEEK,FY Qty Rate,SEGMENT1
2025,Sep25,39,2474,987-7173-884
2025,Sep25,39,2474,987-7173-884+SA
2025,Sep25,39,2474,987-8760-002
2025,Sep25,39,2474,987-8760-002+TL
2025,Sep25,39,2474,987-9055-202
2025,Sep25,39,2474,987-9055-202+TL
2025,Sep25,39,2474,987-9705-001
2025,Sep25,39,2474,987-9705-001+TL
2025,Sep25,39,2474,987-9705-012
2025,Sep25,39,2474,987-9705-012+TL
2025,Sep25,39,2474,987-9705-112
2025,Oct25,40,2485,277-1017-010
2025,Oct25,40,2485,523-0780737
2025,Oct25,40,2485,601-0600-008
2025,Oct25,40,2485,766-0000-001+TL
2025,Oct25,40,2485,822-1600-138
2025,Oct25,40,2485,822-1600-138+TL
2025,Oct25,40,2485,822-2093-104
2025,Oct25,40,2485,822-2093-104+TL
2025,Oct25,40,2485,822-2093-511+TL
2025,Oct25,40,2485,822-2347-404
2025,Oct25,40,2485,822-2347-404+TL
2025,Oct25,40,2485,822-2347-424
2025,Oct25,40,2485,822-2347-424+TL
2025,Oct25,40,2485,822-2904-111
2025,Oct25,40,2485,822-2904-111+TL
2025,Oct25,40,2485,822-2904-211
2025,Oct25,40,2485,822-2904-211+TL
2025,Oct25,40,2485,822-3078-002
2025,Oct25,40,2485,822-3078-002+TL
2025,Oct25,40,2485,822-3198-003
2025,Oct25,40,2485,822-3198-003+TL
2025,Oct25,40,2485,822-3255-001
2025,Oct25,40,2485,822-3255-001+TL
2025,Oct25,40,2485,822-3267-601
2025,Oct25,40,2485,822-3267-601+TL
2025,Oct25,40,2485,822-3396-002
2025,Oct25,40,2485,822-3396-002+TL
2025,Oct25,40,2485,822-3527-012
2025,Oct25,40,2485,822-3527-012+TL
2025,Oct25,40,2485,822-3592-002
2025,Oct25,40,2485,822-3592-011
2025,Oct25,40,2485,822-3697-001
2025,Oct25,40,2485,822-3697-001+TL
2025,Oct25,40,2485,835-1032-010
2025,Oct25,40,2485,944-3765-008
2025,Oct25,40,2485,944-3767-105
2025,Oct25,40,2485,966-2052-505
2025,Oct25,40,2485,966-2083-244
2025,Oct25,40,2485,966-2083-364
2025,Oct25,40,2485,966-2083-964
2025,Oct25,40,2485,966-2083-974
2025,Oct25,40,2485,966-2300-582
2025,Oct25,40,2485,966-2359-009
2025,Oct25,40,2485,966-2700-004
2025,Oct25,40,2485,966-2859-010
2025,Oct25,40,2485,966-3200-104
2025,Oct25,40,2485,966-3648-001
2025,Oct25,40,2485,966-4516-007
2025,Oct25,40,2485,966-4518-006
2025,Oct25,40,2485,966-5704-015
2025,Oct25,40,2485,966-6586-004
2025,Oct25,40,2485,966-6586-005
2025,Oct25,40,2485,966-6971-005
2025,Oct25,40,2485,966-6973-103
2025,Oct25,40,2485,966-6973-104
2025,Oct25,40,2485,966-7400-011
2025,Oct25,40,2485,983-9834-111
2025,Oct25,40,2485,983-9834-111+SA
2025,Oct25,40,2485,983-9834-212
2025,Oct25,40,2485,983-9834-212+SA
2025,Oct25,40,2485,987-0018-661
2025,Oct25,40,2485,987-0018-661+PR
2025,Oct25,40,2485,987-1334-003
2025,Oct25,40,2485,987-2094-004
2025,Oct25,40,2485,987-2434-300
2025,Oct25,40,2485,987-2618-121
2025,Oct25,40,2485,987-2618-121+TL
2025,Oct25,40,2485,987-2618-221
2025,Oct25,40,2485,987-2618-221+TL
2025,Oct25,40,2485,987-2618-321
2025,Oct25,40,2485,987-2618-321+TL
2025,Oct25,40,2485,987-3594-110
2025,Oct25,40,2485,987-3594-200
2025,Oct25,40,2485,987-7173-884
2025,Oct25,40,2485,987-7173-884+SA
2025,Oct25,40,2485,987-8760-002
2025,Oct25,40,2485,987-8760-002+TL
2025,Oct25,40,2485,987-8770-002
2025,Oct25,40,2485,987-9055-202
2025,Oct25,40,2485,987-9055-202+TL
2025,Oct25,40,2485,987-9705-001
2025,Oct25,40,2485,987-9705-001+TL
2025,Oct25,40,2485,987-9705-012
2025,Oct25,40,2485,987-9705-012+TL
2025,Oct25,41,2430,277-1017-010
2025,Oct25,41,2430,523-0780737
2025,Oct25,41,2430,766-0000-001
2025,Oct25,41,2430,766-0101-001
2025,Oct25,41,2430,822-1600-138
2025,Oct25,41,2430,822-1600-138+TL
2025,Oct25,41,2430,822-2093-104
2025,Oct25,41,2430,822-2093-104+TL
2025,Oct25,41,2430,822-2093-511
2025,Oct25,41,2430,822-2347-404
2025,Oct25,41,2430,822-2347-404+TL
2025,Oct25,41,2430,822-2347-424
2025,Oct25,41,2430,822-2347-424+TL
2025,Oct25,41,2430,822-2904-111
2025,Oct25,41,2430,822-2904-111+TL
2025,Oct25,41,2430,822-2904-211
2025,Oct25,41,2430,822-2904-211+TL
2025,Oct25,41,2430,822-3078-002
2025,Oct25,41,2430,822-3078-002+TL
2025,Oct25,41,2430,822-3198-003
2025,Oct25,41,2430,822-3198-003+TL
2025,Oct25,41,2430,822-3255-001
2025,Oct25,41,2430,822-3255-001+TL
2025,Oct25,41,2430,822-3267-601
2025,Oct25,41,2430,822-3396-002
2025,Oct25,41,2430,822-3396-002+TL
2025,Oct25,41,2430,822-3527-012
2025,Oct25,41,2430,822-3592-011
2025,Oct25,41,2430,822-3634-502
2025,Oct25,41,2430,822-3697-001
2025,Oct25,41,2430,822-3697-001+TL
2025,Oct25,41,2430,835-1032-010
2025,Oct25,41,2430,944-3765-008
2025,Oct25,41,2430,944-3767-105
2025,Oct25,41,2430,966-2083-244
2025,Oct25,41,2430,966-2083-364
2025,Oct25,41,2430,966-2083-964
2025,Oct25,41,2430,966-2083-974
2025,Oct25,41,2430,966-2188-104
2025,Oct25,41,2430,966-2303-001
2025,Oct25,41,2430,966-2335-002
2025,Oct25,41,2430,966-2631-003
2025,Oct25,41,2430,966-2700-004
2025,Oct25,41,2430,966-2859-010
2025,Oct25,41,2430,966-3648-001
2025,Oct25,41,2430,966-4333-003
2025,Oct25,41,2430,966-4516-007
2025,Oct25,41,2430,966-4518-006
2025,Oct25,41,2430,966-5704-005
2025,Oct25,41,2430,966-6586-004
2025,Oct25,41,2430,966-6586-005
2025,Oct25,41,2430,966-6973-004
2025,Oct25,41,2430,966-7400-011
2025,Oct25,41,2430,983-9834-111
2025,Oct25,41,2430,983-9834-111+SA
2025,Oct25,41,2430,983-9834-212
2025,Oct25,41,2430,983-9834-212+SA
2025,Oct25,41,2430,987-0018-661
2025,Oct25,41,2430,987-0018-661+PR
2025,Oct25,41,2430,987-1334-003
2025,Oct25,41,2430,987-2094-004
2025,Oct25,41,2430,987-2434-300
2025,Oct25,41,2430,987-2618-121
2025,Oct25,41,2430,987-2618-121+TL
2025,Oct25,41,2430,987-2618-221
2025,Oct25,41,2430,987-2618-221+TL
2025,Oct25,41,2430,987-2618-321
2025,Oct25,41,2430,987-2618-321+TL
2025,Oct25,41,2430,987-3594-110
2025,Oct25,41,2430,987-7173-884
2025,Oct25,41,2430,987-7173-884+SA
2025,Oct25,41,2430,987-8760-002
2025,Oct25,41,2430,987-8760-002+TL
2025,Oct25,41,2430,987-9055-202
2025,Oct25,41,2430,987-9055-202+TL
2025,Oct25,41,2430,987-9705-001
2025,Oct25,41,2430,987-9705-001+TL
2025,Oct25,41,2430,987-9705-012
2025,Oct25,41,2430,987-9705-012+TL
2025,Oct25,42,2385,277-1017-010
2025,Oct25,42,2385,523-0780737
2025,Oct25,42,2385,822-1600-138
2025,Oct25,42,2385,822-1600-138+TL
2025,Oct25,42,2385,822-2093-104
2025,Oct25,42,2385,822-2093-104+TL
2025,Oct25,42,2385,822-2347-404
2025,Oct25,42,2385,822-2347-404+TL
2025,Oct25,42,2385,822-2347-424
2025,Oct25,42,2385,822-2347-424+TL
2025,Oct25,42,2385,822-2904-111
2025,Oct25,42,2385,822-2904-111+TL
2025,Oct25,42,2385,822-2904-211
2025,Oct25,42,2385,822-2904-211+TL
2025,Oct25,42,2385,822-3078-002
2025,Oct25,42,2385,822-3078-002+TL
2025,Oct25,42,2385,822-3198-003
2025,Oct25,42,2385,822-3198-003+TL
2025,Oct25,42,2385,822-3198-013+TL
2025,Oct25,42,2385,822-3255-001
2025,Oct25,42,2385,822-3255-001+TL
2025,Oct25,42,2385,822-3267-601
2025,Oct25,42,2385,822-3267-601+TL
2025,Oct25,42,2385,822-3396-002
2025,Oct25,42,2385,822-3396-002+TL
2025,Oct25,42,2385,822-3527-002+TL
2025,Oct25,42,2385,822-3592-011
2025,Oct25,42,2385,822-3697-001
2025,Oct25,42,2385,822-3697-001+TL
2025,Oct25,42,2385,835-1032-010
2025,Oct25,42,2385,944-3765-008
2025,Oct25,42,2385,944-3767-105
2025,Oct25,42,2385,966-1831-005
2025,Oct25,42,2385,966-2052-405
2025,Oct25,42,2385,966-2083-244
2025,Oct25,42,2385,966-2083-344
2025,Oct25,42,2385,966-2083-364
2025,Oct25,42,2385,966-2083-964
2025,Oct25,42,2385,966-2083-974
2025,Oct25,42,2385,966-2359-009
2025,Oct25,42,2385,966-2700-004
2025,Oct25,42,2385,966-2859-010
2025,Oct25,42,2385,966-3648-001
2025,Oct25,42,2385,966-4011-002
2025,Oct25,42,2385,966-4516-007
2025,Oct25,42,2385,966-4518-006
2025,Oct25,42,2385,966-6584-014
2025,Oct25,42,2385,966-6586-004
2025,Oct25,42,2385,966-6586-005
2025,Oct25,42,2385,966-6973-003
2025,Oct25,42,2385,966-6973-103
2025,Oct25,42,2385,966-6973-104
2025,Oct25,42,2385,966-7400-011
2025,Oct25,42,2385,983-9834-111
2025,Oct25,42,2385,983-9834-111+SA
2025,Oct25,42,2385,983-9834-212
2025,Oct25,42,2385,983-9834-212+SA
2025,Oct25,42,2385,987-0018-661
2025,Oct25,42,2385,987-0018-661+PR
2025,Oct25,42,2385,987-1334-003
2025,Oct25,42,2385,987-2094-004
2025,Oct25,42,2385,987-2434-300
2025,Oct25,42,2385,987-2618-121
2025,Oct25,42,2385,987-2618-121+TL
2025,Oct25,42,2385,987-2618-221
2025,Oct25,42,2385,987-2618-221+TL
2025,Oct25,42,2385,987-2618-321
2025,Oct25,42,2385,987-2618-321+TL
2025,Oct25,42,2385,987-3594-110
2025,Oct25,42,2385,987-7173-884
2025,Oct25,42,2385,987-7173-884+SA
2025,Oct25,42,2385,987-8760-002
2025,Oct25,42,2385,987-8760-002+TL
2025,Oct25,42,2385,987-9055-202
2025,Oct25,42,2385,987-9055-202+TL
2025,Oct25,42,2385,987-9705-001
2025,Oct25,42,2385,987-9705-001+TL
2025,Oct25,42,2385,987-9705-012
2025,Oct25,42,2385,987-9705-012+TL
2025,Oct25,43,2449,277-1017-010
2025,Oct25,43,2449,523-0780737
2025,Oct25,43,2449,601-0600-008
2025,Oct25,43,2449,822-1600-138
2025,Oct25,43,2449,822-1600-138+TL
2025,Oct25,43,2449,822-2093-104
2025,Oct25,43,2449,822-2093-104+TL
2025,Oct25,43,2449,822-2347-404
2025,Oct25,43,2449,822-2347-404+TL
2025,Oct25,43,2449,822-2347-424
2025,Oct25,43,2449,822-2347-424+TL
2025,Oct25,43,2449,822-2904-111
2025,Oct25,43,2449,822-2904-111+TL
2025,Oct25,43,2449,822-2904-211
2025,Oct25,43,2449,822-2904-211+TL
2025,Oct25,43,2449,822-3078-002
2025,Oct25,43,2449,822-3198-003
2025,Oct25,43,2449,822-3198-003+TL
2025,Oct25,43,2449,822-3198-013
2025,Oct25,43,2449,822-3198-013+TL
2025,Oct25,43,2449,822-3255-001
2025,Oct25,43,2449,822-3255-001+TL
2025,Oct25,43,2449,822-3267-601+TL
2025,Oct25,43,2449,822-3396-002
2025,Oct25,43,2449,822-3396-002+TL
2025,Oct25,43,2449,822-3396-012+TL
2025,Oct25,43,2449,822-3592-002+TL
2025,Oct25,43,2449,822-3592-011
2025,Oct25,43,2449,822-3697-001
2025,Oct25,43,2449,822-3697-001+TL
2025,Oct25,43,2449,835-1032-010
2025,Oct25,43,2449,944-3765-008
2025,Oct25,43,2449,944-3767-105
2025,Oct25,43,2449,966-0460-004
2025,Oct25,43,2449,966-2083-244
2025,Oct25,43,2449,966-2083-364
2025,Oct25,43,2449,966-2083-964
2025,Oct25,43,2449,966-2083-974
2025,Oct25,43,2449,966-2188-005
2025,Oct25,43,2449,966-2300-482
2025,Oct25,43,2449,966-2700-004
2025,Oct25,43,2449,966-2859-010
2025,Oct25,43,2449,966-3648-001
2025,Oct25,43,2449,966-4333-003
2025,Oct25,43,2449,966-4516-007
2025,Oct25,43,2449,966-4518-006
2025,Oct25,43,2449,966-6586-004
2025,Oct25,43,2449,966-6586-005
2025,Oct25,43,2449,966-6973-004
2025,Oct25,43,2449,966-7400-011
2025,Oct25,43,2449,983-9834-111
2025,Oct25,43,2449,983-9834-111+SA
2025,Oct25,43,2449,983-9834-212
2025,Oct25,43,2449,983-9834-212+SA
2025,Oct25,43,2449,987-0018-661
2025,Oct25,43,2449,987-0018-661+PR
2025,Oct25,43,2449,987-1334-003
2025,Oct25,43,2449,987-2094-004
2025,Oct25,43,2449,987-2434-300
2025,Oct25,43,2449,987-2618-121
2025,Oct25,43,2449,987-2618-121+TL
2025,Oct25,43,2449,987-2618-221
2025,Oct25,43,2449,987-2618-221+TL
2025,Oct25,43,2449,987-2618-321
2025,Oct25,43,2449,987-2618-321+TL
2025,Oct25,43,2449,987-3594-110
2025,Oct25,43,2449,987-7173-884
2025,Oct25,43,2449,987-7173-884+SA
2025,Oct25,43,2449,987-8760-002
2025,Oct25,43,2449,987-8760-002+TL
2025,Oct25,43,2449,987-9055-202
2025,Oct25,43,2449,987-9055-202+TL
2025,Oct25,43,2449,987-9705-001
2025,Oct25,43,2449,987-9705-001+TL
2025,Oct25,43,2449,987-9705-012
2025,Oct25,43,2449,987-9705-012+TL
2025,Oct25,43,2449,987-9705-112
2025,Nov25,44,2489,277-1017-010
2025,Nov25,44,2489,523-0780737
2025,Nov25,44,2489,822-1600-138
2025,Nov25,44,2489,822-1600-138+TL
2025,Nov25,44,2489,822-2093-104
2025,Nov25,44,2489,822-2093-104+TL
2025,Nov25,44,2489,822-2093-511+TL
2025,Nov25,44,2489,822-2347-404
2025,Nov25,44,2489,822-2347-404+TL
2025,Nov25,44,2489,822-2347-424
2025,Nov25,44,2489,822-2347-424+TL
2025,Nov25,44,2489,822-2904-111
2025,Nov25,44,2489,822-2904-111+TL
2025,Nov25,44,2489,822-2904-211
2025,Nov25,44,2489,822-2904-211+TL
2025,Nov25,44,2489,822-3078-002
2025,Nov25,44,2489,822-3198-003
2025,Nov25,44,2489,822-3198-003+TL
2025,Nov25,44,2489,822-3198-013
2025,Nov25,44,2489,822-3198-013+TL
2025,Nov25,44,2489,822-3255-001
2025,Nov25,44,2489,822-3255-001+TL
2025,Nov25,44,2489,822-3267-601
2025,Nov25,44,2489,822-3267-601+TL
2025,Nov25,44,2489,822-3396-002
2025,Nov25,44,2489,822-3396-002+TL
2025,Nov25,44,2489,822-3527-002
2025,Nov25,44,2489,822-3592-011
2025,Nov25,44,2489,822-3697-001
2025,Nov25,44,2489,822-3697-001+TL
2025,Nov25,44,2489,835-1032-010
2025,Nov25,44,2489,944-3765-008
2025,Nov25,44,2489,944-3767-105
2025,Nov25,44,2489,966-1831-005
2025,Nov25,44,2489,966-2083-244
2025,Nov25,44,2489,966-2083-344
2025,Nov25,44,2489,966-2083-364
2025,Nov25,44,2489,966-2083-964
2025,Nov25,44,2489,966-2359-009
2025,Nov25,44,2489,966-2700-004
2025,Nov25,44,2489,966-2859-010
2025,Nov25,44,2489,966-3648-001
2025,Nov25,44,2489,966-4516-007
2025,Nov25,44,2489,966-4518-006
2025,Nov25,44,2489,966-5704-005
2025,Nov25,44,2489,966-6586-004
2025,Nov25,44,2489,966-6586-005
2025,Nov25,44,2489,966-6973-103
2025,Nov25,44,2489,966-6973-104
2025,Nov25,44,2489,966-7400-011
2025,Nov25,44,2489,983-9834-111
2025,Nov25,44,2489,983-9834-111+SA
2025,Nov25,44,2489,983-9834-212
2025,Nov25,44,2489,983-9834-212+SA
2025,Nov25,44,2489,987-0018-661
2025,Nov25,44,2489,987-0018-661+PR
2025,Nov25,44,2489,987-1334-003
2025,Nov25,44,2489,987-2094-004
2025,Nov25,44,2489,987-2434-300
2025,Nov25,44,2489,987-2618-121
2025,Nov25,44,2489,987-2618-121+TL
2025,Nov25,44,2489,987-2618-221
2025,Nov25,44,2489,987-2618-221+TL
2025,Nov25,44,2489,987-2618-321
2025,Nov25,44,2489,987-2618-321+TL
2025,Nov25,44,2489,987-3594-110
2025,Nov25,44,2489,987-7173-884
2025,Nov25,44,2489,987-7173-884+SA
2025,Nov25,44,2489,987-8760-002
2025,Nov25,44,2489,987-8760-002+TL
2025,Nov25,44,2489,987-9055-202
2025,Nov25,44,2489,987-9055-202+TL
2025,Nov25,44,2489,987-9658-001
2025,Nov25,44,2489,987-9705-001
2025,Nov25,44,2489,987-9705-001+TL
2025,Nov25,44,2489,987-9705-012
2025,Nov25,44,2489,987-9705-012+TL
2025,Nov25,45,2457,277-1017-010
2025,Nov25,45,2457,523-0780737
2025,Nov25,45,2457,822-1600-138
2025,Nov25,45,2457,822-1600-138+TL
2025,Nov25,45,2457,822-2093-104
2025,Nov25,45,2457,822-2093-104+TL
2025,Nov25,45,2457,822-2093-511
2025,Nov25,45,2457,822-2347-404
2025,Nov25,45,2457,822-2347-404+TL
2025,Nov25,45,2457,822-2347-424
2025,Nov25,45,2457,822-2347-424+TL
2025,Nov25,45,2457,822-2904-111
2025,Nov25,45,2457,822-2904-111+TL
2025,Nov25,45,2457,822-2904-211
2025,Nov25,45,2457,822-2904-211+TL
2025,Nov25,45,2457,822-3078-002
2025,Nov25,45,2457,822-3198-003
2025,Nov25,45,2457,822-3198-003+TL
2025,Nov25,45,2457,822-3198-013
2025,Nov25,45,2457,822-3198-013+TL
2025,Nov25,45,2457,822-3255-001
2025,Nov25,45,2457,822-3255-001+TL
2025,Nov25,45,2457,822-3267-601
2025,Nov25,45,2457,822-3267-601+TL
2025,Nov25,45,2457,822-3396-002
2025,Nov25,45,2457,822-3396-002+TL
2025,Nov25,45,2457,822-3396-012
2025,Nov25,45,2457,822-3592-002
2025,Nov25,45,2457,822-3592-011
2025,Nov25,45,2457,822-3697-001
2025,Nov25,45,2457,835-1032-010
2025,Nov25,45,2457,944-3765-008
2025,Nov25,45,2457,944-3767-105
2025,Nov25,45,2457,966-2083-244
2025,Nov25,45,2457,966-2083-964
2025,Nov25,45,2457,966-2083-974
2025,Nov25,45,2457,966-2188-104
2025,Nov25,45,2457,966-2303-001
2025,Nov25,45,2457,966-2335-002
2025,Nov25,45,2457,966-2700-004
2025,Nov25,45,2457,966-2859-010
2025,Nov25,45,2457,966-4333-003
2025,Nov25,45,2457,966-4516-007
2025,Nov25,45,2457,966-4518-006
2025,Nov25,45,2457,966-6586-004
2025,Nov25,45,2457,966-6586-005
2025,Nov25,45,2457,966-7400-011
2025,Nov25,45,2457,966-7964-004
2025,Nov25,45,2457,966-8303-003
2025,Nov25,45,2457,983-9834-111
2025,Nov25,45,2457,983-9834-212
2025,Nov25,45,2457,987-0018-661
2025,Nov25,45,2457,987-0018-661+PR
2025,Nov25,45,2457,987-1334-003
2025,Nov25,45,2457,987-2094-004
2025,Nov25,45,2457,987-2434-300
2025,Nov25,45,2457,987-2618-021+TL
2025,Nov25,45,2457,987-2618-121
2025,Nov25,45,2457,987-2618-121+TL
2025,Nov25,45,2457,987-2618-221
2025,Nov25,45,2457,987-2618-221+TL
2025,Nov25,45,2457,987-2618-321
2025,Nov25,45,2457,987-2618-321+TL
2025,Nov25,45,2457,987-3594-110
2025,Nov25,45,2457,987-7173-884
2025,Nov25,45,2457,987-7173-884+SA
2025,Nov25,45,2457,987-7173-885+SA
2025,Nov25,45,2457,987-8760-002
2025,Nov25,45,2457,987-8760-002+TL
2025,Nov25,45,2457,987-8770-002
2025,Nov25,45,2457,987-9055-202
2025,Nov25,45,2457,987-9055-202+TL
2025,Nov25,45,2457,987-9658-001
2025,Nov25,45,2457,987-9705-001
2025,Nov25,45,2457,987-9705-001+TL
2025,Nov25,45,2457,987-9705-012
2025,Nov25,45,2457,987-9705-012+TL
2025,Nov25,46,2355,277-1017-010
2025,Nov25,46,2355,523-0780737
2025,Nov25,46,2355,601-0600-008
2025,Nov25,46,2355,822-1600-138
2025,Nov25,46,2355,822-1600-138+TL
2025,Nov25,46,2355,822-2093-104
2025,Nov25,46,2355,822-2093-104+TL
2025,Nov25,46,2355,822-2347-404
2025,Nov25,46,2355,822-2347-404+TL
2025,Nov25,46,2355,822-2347-424
2025,Nov25,46,2355,822-2347-424+TL
2025,Nov25,46,2355,822-2904-111
2025,Nov25,46,2355,822-2904-111+TL
2025,Nov25,46,2355,822-2904-211
2025,Nov25,46,2355,822-2904-211+TL
2025,Nov25,46,2355,822-3198-003
2025,Nov25,46,2355,822-3198-003+TL
2025,Nov25,46,2355,822-3198-013
2025,Nov25,46,2355,822-3198-013+TL
2025,Nov25,46,2355,822-3255-001
2025,Nov25,46,2355,822-3255-001+TL
2025,Nov25,46,2355,822-3267-601
2025,Nov25,46,2355,822-3396-002
2025,Nov25,46,2355,822-3396-002+TL
2025,Nov25,46,2355,822-3592-011
2025,Nov25,46,2355,822-3697-001
2025,Nov25,46,2355,835-1032-010
2025,Nov25,46,2355,944-3765-008
2025,Nov25,46,2355,944-3767-105
2025,Nov25,46,2355,966-1237-003
2025,Nov25,46,2355,966-1831-005
2025,Nov25,46,2355,966-2052-405
2025,Nov25,46,2355,966-2083-244
2025,Nov25,46,2355,966-2083-344
2025,Nov25,46,2355,966-2083-964
2025,Nov25,46,2355,966-2083-974
2025,Nov25,46,2355,966-2083-984
2025,Nov25,46,2355,966-2359-009
2025,Nov25,46,2355,966-2700-004
2025,Nov25,46,2355,966-2859-010
2025,Nov25,46,2355,966-3200-004
2025,Nov25,46,2355,966-4011-002
2025,Nov25,46,2355,966-4516-007
2025,Nov25,46,2355,966-4518-006
2025,Nov25,46,2355,966-6584-014
2025,Nov25,46,2355,966-6586-004
2025,Nov25,46,2355,966-6586-005
2025,Nov25,46,2355,966-6969-004
2025,Nov25,46,2355,966-6971-005
2025,Nov25,46,2355,966-6973-004
2025,Nov25,46,2355,966-6973-103
2025,Nov25,46,2355,966-6973-104
2025,Nov25,46,2355,966-7400-011
2025,Nov25,46,2355,983-9834-111
2025,Nov25,46,2355,983-9834-111+SA
2025,Nov25,46,2355,983-9834-212
2025,Nov25,46,2355,987-0018-661
2025,Nov25,46,2355,987-0018-661+PR
2025,Nov25,46,2355,987-1334-003
2025,Nov25,46,2355,987-2094-004
2025,Nov25,46,2355,987-2434-300
2025,Nov25,46,2355,987-2618-121
2025,Nov25,46,2355,987-2618-121+TL
2025,Nov25,46,2355,987-2618-221
2025,Nov25,46,2355,987-2618-221+TL
2025,Nov25,46,2355,987-2618-321
2025,Nov25,46,2355,987-2618-321+TL
2025,Nov25,46,2355,987-3594-110
2025,Nov25,46,2355,987-7173-884
2025,Nov25,46,2355,987-8760-002
2025,Nov25,46,2355,987-8760-002+TL
2025,Nov25,46,2355,987-9055-202
2025,Nov25,46,2355,987-9055-202+TL
2025,Nov25,46,2355,987-9658-001
2025,Nov25,46,2355,987-9705-001
2025,Nov25,46,2355,987-9705-001+TL
2025,Nov25,46,2355,987-9705-012
2025,Nov25,46,2355,987-9705-012+TL
2025,Nov25,47,2244,277-1017-010
2025,Nov25,47,2244,822-1600-138
2025,Nov25,47,2244,822-1600-138+TL
2025,Nov25,47,2244,822-2093-104
2025,Nov25,47,2244,822-2093-104+TL
2025,Nov25,47,2244,822-2093-511+TL
2025,Nov25,47,2244,822-2347-404
2025,Nov25,47,2244,822-2347-424
2025,Nov25,47,2244,822-2347-504+TL
2025,Nov25,47,2244,822-2904-111
2025,Nov25,47,2244,822-2904-211
2025,Nov25,47,2244,822-3198-003
2025,Nov25,47,2244,822-3198-003+TL
2025,Nov25,47,2244,822-3198-013
2025,Nov25,47,2244,822-3255-001
2025,Nov25,47,2244,822-3255-001+TL
2025,Nov25,47,2244,822-3267-601
2025,Nov25,47,2244,822-3396-002
2025,Nov25,47,2244,822-3396-002+TL
2025,Nov25,47,2244,822-3592-011
2025,Nov25,47,2244,835-1032-010
2025,Nov25,47,2244,944-3765-008
2025,Nov25,47,2244,944-3767-105
2025,Nov25,47,2244,966-2083-244
2025,Nov25,47,2244,966-2083-364
2025,Nov25,47,2244,966-2083-964
2025,Nov25,47,2244,966-2083-974
2025,Nov25,47,2244,966-2188-005
2025,Nov25,47,2244,966-2300-482
2025,Nov25,47,2244,966-2631-003
2025,Nov25,47,2244,966-2700-004
2025,Nov25,47,2244,966-2724-001
2025,Nov25,47,2244,966-2859-010
2025,Nov25,47,2244,966-3648-001
2025,Nov25,47,2244,966-4516-007
2025,Nov25,47,2244,966-4518-006
2025,Nov25,47,2244,966-4974-003
2025,Nov25,47,2244,966-5704-005
2025,Nov25,47,2244,966-5704-015
2025,Nov25,47,2244,966-6305-003
2025,Nov25,47,2244,966-6309-002
2025,Nov25,47,2244,966-6586-004
2025,Nov25,47,2244,966-6586-005
2025,Nov25,47,2244,966-7297-302
2025,Nov25,47,2244,966-7400-011
2025,Nov25,47,2244,987-0018-661
2025,Nov25,47,2244,987-0018-661+PR
2025,Nov25,47,2244,987-1334-003
2025,Nov25,47,2244,987-2094-004
2025,Nov25,47,2244,987-2434-300
2025,Nov25,47,2244,987-2618-021
2025,Nov25,47,2244,987-2618-121
2025,Nov25,47,2244,987-2618-121+TL
2025,Nov25,47,2244,987-2618-221
2025,Nov25,47,2244,987-2618-221+TL
2025,Nov25,47,2244,987-2618-321
2025,Nov25,47,2244,987-2618-321+TL
2025,Nov25,47,2244,987-3594-110
2025,Nov25,47,2244,987-7173-884
2025,Nov25,47,2244,987-7173-885
2025,Nov25,47,2244,987-8760-002
2025,Nov25,47,2244,987-8760-002+TL
2025,Nov25,47,2244,987-9055-202
2025,Nov25,47,2244,987-9055-202+TL
2025,Nov25,47,2244,987-9658-001
2025,Nov25,47,2244,987-9705-001
2025,Nov25,47,2244,987-9705-001+TL
2025,Nov25,47,2244,987-9705-012
2025,Nov25,47,2244,987-9705-012+TL
2025,Nov25,47,2244,CCA-002B-001
2025,Dec25,48,875,822-1600-138
2025,Dec25,48,875,822-1600-138+TL
2025,Dec25,48,875,822-2093-104
2025,Dec25,48,875,822-2093-104+TL
2025,Dec25,48,875,822-2347-404
2025,Dec25,48,875,822-3198-003
2025,Dec25,48,875,822-3198-003+TL
2025,Dec25,48,875,822-3255-001
2025,Dec25,48,875,822-3255-001+TL
2025,Dec25,48,875,822-3396-002
2025,Dec25,48,875,822-3396-002+TL
2025,Dec25,48,875,822-3592-011
2025,Dec25,48,875,835-1032-010
2025,Dec25,48,875,944-3767-105
2025,Dec25,48,875,966-2083-244
2025,Dec25,48,875,966-2083-364
2025,Dec25,48,875,966-2083-964
2025,Dec25,48,875,966-2083-974
2025,Dec25,48,875,966-2700-004
2025,Dec25,48,875,966-3648-001
2025,Dec25,48,875,966-4516-007
2025,Dec25,48,875,966-4518-006
2025,Dec25,48,875,966-6305-002
2025,Dec25,48,875,966-6307-102
2025,Dec25,48,875,966-6586-005
2025,Dec25,48,875,966-6969-004
2025,Dec25,48,875,966-6971-005
2025,Dec25,48,875,966-7964-004
2025,Dec25,48,875,966-8303-003
2025,Dec25,48,875,987-0018-661
2025,Dec25,48,875,987-0018-661+PR
2025,Dec25,48,875,987-1334-003
2025,Dec25,48,875,987-2094-004
2025,Dec25,48,875,987-2434-300
2025,Dec25,48,875,987-2618-121
2025,Dec25,48,875,987-2618-121+TL
2025,Dec25,48,875,987-2618-221
2025,Dec25,48,875,987-2618-321
2025,Dec25,48,875,987-2618-321+TL
