"MSIB_INVENTORY_ITEM_ID","MSIB_SEGMENT1","MP_PLANNER_CODE","MP_ORGANIZATION_ID","MP_DESCRIPTION"
12543245,"987-9841-083","590",1213,"NEW GS HALBS"
12541923,"987-9980-200","590",1213,"NEW GS HALBS"
12541155,"987-9995-184","590",1213,"NEW GS HALBS"
12552110,"987-9995-213","590",1213,"NEW GS HALBS"
12543277,"987-9998-820","590",1213,"NEW GS HALBS"
12527842,"966-2052-102","590",1213,"NEW GS HALBS"
12527845,"966-2052-103","590",1213,"NEW GS HALBS"
12525852,"966-4377-001","590",1213,"NEW GS HALBS"
12526178,"966-4377-002","590",1213,"NEW GS HALBS"
12526177,"966-4379-001","590",1213,"NEW GS HALBS"
12526182,"966-4421-001","590",1213,"NEW GS HALBS"
12529089,"966-7536-001","590",1213,"NEW GS HALBS"
12543998,"987-2433-300","590",1213,"NEW GS HALBS"
12550749,"987-3410-001","590",1213,"NEW GS HALBS"
12550791,"987-3430-001","590",1213,"NEW GS HALBS"
12541558,"987-6097-090","590",1213,"NEW GS HALBS"
12541559,"987-6097-091","590",1213,"NEW GS HALBS"
12541560,"987-6097-092","590",1213,"NEW GS HALBS"
12541561,"987-6097-099","590",1213,"NEW GS HALBS"
12541562,"987-6097-100","590",1213,"NEW GS HALBS"
12541563,"987-6097-101","590",1213,"NEW GS HALBS"
12545004,"987-6505-630","590",1213,"NEW GS HALBS"
12547552,"987-6505-635","590",1213,"NEW GS HALBS"
12547555,"987-6505-801","590",1213,"NEW GS HALBS"
12542928,"987-7173-005","590",1213,"NEW GS HALBS"
12548620,"987-7173-601","590",1213,"NEW GS HALBS"
12548621,"987-7173-602","590",1213,"NEW GS HALBS"
12548044,"987-7173-607","590",1213,"NEW GS HALBS"
12548149,"987-8574-100","590",1213,"NEW GS HALBS"
12543145,"987-8805-102","590",1213,"NEW GS HALBS"
12543142,"987-8805-103","590",1213,"NEW GS HALBS"
12544449,"987-8881-012","590",1213,"NEW GS HALBS"
12544450,"987-8881-013","590",1213,"NEW GS HALBS"
12544451,"987-8881-014","590",1213,"NEW GS HALBS"
12550403,"987-9000-100","590",1213,"NEW GS HALBS"
12551885,"987-9055-031","590",1213,"NEW GS HALBS"
12550376,"987-9709-500","590",1213,"NEW GS HALBS"
12550377,"987-9709-550","590",1213,"NEW GS HALBS"
12543247,"987-9841-085","590",1213,"NEW GS HALBS"
12543248,"987-9841-087","590",1213,"NEW GS HALBS"
12543249,"987-9841-088","590",1213,"NEW GS HALBS"
12543225,"987-9841-115","590",1213,"NEW GS HALBS"
12543228,"987-9841-116","590",1213,"NEW GS HALBS"
12543229,"987-9841-117","590",1213,"NEW GS HALBS"
12548348,"987-9980-520","590",1213,"NEW GS HALBS"
12548352,"987-9980-540","590",1213,"NEW GS HALBS"
12552111,"987-9995-214","590",1213,"NEW GS HALBS"
12541197,"987-9995-215","590",1213,"NEW GS HALBS"
12543876,"987-9995-216","590",1213,"NEW GS HALBS"
12543877,"987-9995-217","590",1213,"NEW GS HALBS"
12527695,"966-0994-150","590",1213,"NEW GS HALBS"
12527697,"966-0996-001","590",1213,"NEW GS HALBS"
12524655,"944-1827-012","590",1213,"NEW GS HALBS"
12525603,"944-2550-100","590",1213,"NEW GS HALBS"
12525525,"944-2858-002","590",1213,"NEW GS HALBS"
12525526,"944-2863-001","590",1213,"NEW GS HALBS"
12525524,"944-2865-001","590",1213,"NEW GS HALBS"
12525531,"944-2871-001","590",1213,"NEW GS HALBS"
12525532,"944-2897-001","590",1213,"NEW GS HALBS"
12525534,"944-2988-001","590",1213,"NEW GS HALBS"
12518764,"944-1221-002","590",1213,"NEW GS HALBS"
12527510,"944-2990-002","590",1213,"NEW GS HALBS"
12527550,"944-2990-004","590",1213,"NEW GS HALBS"
12523412,"944-3783-002","590",1213,"NEW GS HALBS"
12518769,"944-1543-001","590",1213,"NEW GS HALBS"
12518770,"944-1543-002","590",1213,"NEW GS HALBS"
12528093,"944-2992-001","590",1213,"NEW GS HALBS"
12528095,"944-3070-001","590",1213,"NEW GS HALBS"
12528092,"944-3076-001","590",1213,"NEW GS HALBS"
12522204,"822-3505-001","590",1213,"NEW GS HALBS"
12528100,"944-3303-002","590",1213,"NEW GS HALBS"
12541097,"944-3844-001","590",1213,"NEW GS HALBS"
12526259,"944-3890-001","590",1213,"NEW GS HALBS"
12523753,"944-2073-002","590",1213,"NEW GS HALBS"
12528101,"944-3328-001","590",1213,"NEW GS HALBS"
12528141,"944-3360-001","590",1213,"NEW GS HALBS"
12526804,"944-3362-001","590",1213,"NEW GS HALBS"
12519893,"944-1557-043","590",1213,"NEW GS HALBS"
12519464,"944-1557-058","590",1213,"NEW GS HALBS"
12541738,"944-3388-002","590",1213,"NEW GS HALBS"
12526803,"944-3392-001","590",1213,"NEW GS HALBS"
12526812,"944-3425-100","590",1213,"NEW GS HALBS"
12526398,"944-3980-001","590",1213,"NEW GS HALBS"
12519254,"822-2904-201","590",1213,"NEW GS HALBS"
12523370,"944-2222-001","590",1213,"NEW GS HALBS"
12526207,"944-2222-002","590",1213,"NEW GS HALBS"
12527331,"944-3450-001","590",1213,"NEW GS HALBS"
12526572,"944-3613-004","590",1213,"NEW GS HALBS"
12526213,"944-2308-001","590",1213,"NEW GS HALBS"
12526253,"944-2327-001","590",1213,"NEW GS HALBS"
12527329,"944-2694-001","590",1213,"NEW GS HALBS"
12527281,"944-1689-001","590",1213,"NEW GS HALBS"
12526421,"944-2401-001","590",1213,"NEW GS HALBS"
12529437,"944-1714-001","590",1213,"NEW GS HALBS"
12529439,"944-1722-006","590",1213,"NEW GS HALBS"
12526428,"944-2515-002","590",1213,"NEW GS HALBS"
12526396,"944-2753-001","590",1213,"NEW GS HALBS"
12519002,"828-4078-001","590",1213,"NEW GS HALBS"
12529440,"944-1730-001","590",1213,"NEW GS HALBS"
12529441,"944-1766-001","590",1213,"NEW GS HALBS"
12529480,"944-1766-041","590",1213,"NEW GS HALBS"
12526249,"944-2515-007","590",1213,"NEW GS HALBS"
12526250,"944-2515-007+PR","590",1213,"NEW GS HALBS"
12525657,"944-2778-003","590",1213,"NEW GS HALBS"
12525659,"944-2782-001","590",1213,"NEW GS HALBS"
12535568,"912-4141-540+0QD","590",1213,"NEW GS HALBS"
12525604,"944-2515-103+PR","590",1213,"NEW GS HALBS"
12541736,"944-2813-003","590",1213,"NEW GS HALBS"
12525660,"944-2838-001","590",1213,"NEW GS HALBS"
12497432,"024-0011-718","590",1213,"NEW GS HALBS"
12502371,"024-0014-144","590",1213,"NEW GS HALBS"
12512344,"600-2020-552","590",1213,"NEW GS HALBS"
12513386,"600-2019-413","590",1213,"NEW GS HALBS"
12505355,"601-1738-112","590",1213,"NEW GS HALBS"
12505356,"601-1738-113","590",1213,"NEW GS HALBS"
12513391,"600-2019-519","590",1213,"NEW GS HALBS"
12513388,"600-2019-520","590",1213,"NEW GS HALBS"
12512749,"600-2019-962","590",1213,"NEW GS HALBS"
12500817,"601-0528-001","590",1213,"NEW GS HALBS"
12512793,"600-2019-989","590",1213,"NEW GS HALBS"
12504627,"601-1796-007","590",1213,"NEW GS HALBS"
12514757,"600-2020-218","590",1213,"NEW GS HALBS"
12503502,"601-1654-322","590",1213,"NEW GS HALBS"
12512523,"600-2020-385","590",1213,"NEW GS HALBS"
12541212,"989-6939-001","591",1213,"NEW GS FERTS"
12548804,"989-7069-001","591",1213,"NEW GS FERTS"
12548805,"989-7072-001","591",1213,"NEW GS FERTS"
12524631,"983-8331-274","591",1213,"NEW GS FERTS"
12541348,"987-2432-072","591",1213,"NEW GS FERTS"
12549253,"987-2432-082","591",1213,"NEW GS FERTS"
12549251,"987-2432-090","591",1213,"NEW GS FERTS"
12545286,"987-2618-001+VC","591",1213,"NEW GS FERTS"
12549733,"987-0018-691","591",1213,"NEW GS FERTS"
12544766,"987-2712-002","591",1213,"NEW GS FERTS"
12549842,"987-2432-260","591",1213,"NEW GS FERTS"
12544808,"987-2712-021","591",1213,"NEW GS FERTS"
12544810,"987-2712-112","591",1213,"NEW GS FERTS"
12545060,"987-7266-010","591",1213,"NEW GS FERTS"
12529979,"987-1856-001","591",1213,"NEW GS FERTS"
12529980,"987-1856-001+TL","591",1213,"NEW GS FERTS"
12547296,"987-1856-013+TLA","591",1213,"NEW GS FERTS"
12529470,"987-3594-100+TL","591",1213,"NEW GS FERTS"
12529449,"987-6280-001+TL","591",1213,"NEW GS FERTS"
12528234,"987-6280-002+TL","591",1213,"NEW GS FERTS"
12546181,"987-7173-502+TL","591",1213,"NEW GS FERTS"
12546185,"987-7173-504+TL","591",1213,"NEW GS FERTS"
12555129,"966-2083-244+TL","591",1213,"NEW GS FERTS"
12546432,"987-9705-001+VC","591",1213,"NEW GS FERTS"
12546435,"987-9705-012+VC","591",1213,"NEW GS FERTS"
12543240,"987-9141-014","591",1213,"NEW GS FERTS"
12550428,"987-9995-081","591",1213,"NEW GS FERTS"
12551988,"987-9995-147","591",1213,"NEW GS FERTS"
12529939,"966-7366-002+TL","591",1213,"NEW GS FERTS"
12543571,"987-1334-003","591",1213,"NEW GS FERTS"
12545803,"987-9435-200","591",1213,"NEW GS FERTS"
12544561,"987-9968-003","591",1213,"NEW GS FERTS"
12524626,"983-8095-032","591",1213,"NEW GS FERTS"
12551191,"822-0451-011","591",1213,"NEW GS FERTS"
12553576,"822-0451-012","591",1213,"NEW GS FERTS"
12553771,"822-0451-013","591",1213,"NEW GS FERTS"
12530484,"822-2347-101","591",1213,"NEW GS FERTS"
12517424,"822-2347-103+VC","591",1213,"NEW GS FERTS"
12517425,"822-2347-104","591",1213,"NEW GS FERTS"
12530888,"822-3262-012","591",1213,"NEW GS FERTS"
12539294,"822-3264-001","591",1213,"NEW GS FERTS"
12523148,"822-3267-001","591",1213,"NEW GS FERTS"
12553689,"835-1032-010+TL","591",1213,"NEW GS FERTS"
12553272,"822-1450-866","591",1213,"NEW GS FERTS"
12516931,"822-2347-202+VC","591",1213,"NEW GS FERTS"
12529976,"822-2347-212","591",1213,"NEW GS FERTS"
12522656,"822-3269-201","591",1213,"NEW GS FERTS"
12522657,"822-3288-001","591",1213,"NEW GS FERTS"
12551193,"822-0453-015","591",1213,"NEW GS FERTS"
12553585,"822-0453-015+TL","591",1213,"NEW GS FERTS"
12519416,"822-2347-214+VC","591",1213,"NEW GS FERTS"
12529836,"822-2347-222","591",1213,"NEW GS FERTS"
12519417,"822-2347-402+VC","591",1213,"NEW GS FERTS"
12530646,"822-0681-010","591",1213,"NEW GS FERTS"
12521128,"822-1600-147","591",1213,"NEW GS FERTS"
12521129,"822-1600-147+TL","591",1213,"NEW GS FERTS"
12521130,"822-1644-001","591",1213,"NEW GS FERTS"
12519422,"822-2347-404+VC","591",1213,"NEW GS FERTS"
12519423,"822-2347-412","591",1213,"NEW GS FERTS"
12519604,"822-2347-413","591",1213,"NEW GS FERTS"
12525385,"966-0011-001+TL","591",1213,"NEW GS FERTS"
12529891,"822-2347-606","591",1213,"NEW GS FERTS"
12522200,"822-3399-001","591",1213,"NEW GS FERTS"
12555320,"822-3399-002","591",1213,"NEW GS FERTS"
12553393,"822-1648-866","591",1213,"NEW GS FERTS"
12553469,"822-2348-001","591",1213,"NEW GS FERTS"
12495814,"822-3481-001","591",1213,"NEW GS FERTS"
12531412,"822-1738-002","591",1213,"NEW GS FERTS"
12531063,"822-2552-001","591",1213,"NEW GS FERTS"
12518957,"822-2639-001","591",1213,"NEW GS FERTS"
12553738,"822-3550-101","591",1213,"NEW GS FERTS"
12551205,"822-1096-001","591",1213,"NEW GS FERTS"
12551302,"822-1096-002","591",1213,"NEW GS FERTS"
12518725,"822-2867-001","591",1213,"NEW GS FERTS"
12518726,"822-2867-002","591",1213,"NEW GS FERTS"
12523097,"822-1759-042","591",1213,"NEW GS FERTS"
12519249,"822-2867-004+VC","591",1213,"NEW GS FERTS"
12539150,"822-2867-005","591",1213,"NEW GS FERTS"
12539151,"822-2867-006","591",1213,"NEW GS FERTS"
12531119,"822-2867-999","591",1213,"NEW GS FERTS"
12522564,"822-1873-001+VC","591",1213,"NEW GS FERTS"
12522610,"822-1873-003+VC","591",1213,"NEW GS FERTS"
12530727,"822-3639-001","591",1213,"NEW GS FERTS"
12552775,"822-3696-401","591",1213,"NEW GS FERTS"
12553729,"822-1951-001","591",1213,"NEW GS FERTS"
12520986,"822-2930-001+VC","591",1213,"NEW GS FERTS"
12529747,"822-0077-104","591",1213,"NEW GS FERTS"
12522181,"822-2062-101+VC","591",1213,"NEW GS FERTS"
12522149,"822-2062-105+VC","591",1213,"NEW GS FERTS"
12521618,"822-3069-201","591",1213,"NEW GS FERTS"
12531698,"822-3078-001","591",1213,"NEW GS FERTS"
12522151,"822-2093-002+VC","591",1213,"NEW GS FERTS"
12520272,"822-3078-900","591",1213,"NEW GS FERTS"
12553836,"822-1163-001","591",1213,"NEW GS FERTS"
12531095,"822-1365-003","591",1213,"NEW GS FERTS"
12531138,"822-1365-123","591",1213,"NEW GS FERTS"
12529602,"822-3198-012","591",1213,"NEW GS FERTS"
12552785,"822-0255-001","591",1213,"NEW GS FERTS"
12553686,"822-0255-023","591",1213,"NEW GS FERTS"
12551566,"822-0255-023+TL","591",1213,"NEW GS FERTS"
12530502,"822-1365-203","591",1213,"NEW GS FERTS"
12517417,"822-2239-101+VC","591",1213,"NEW GS FERTS"
12531029,"822-2347-002","591",1213,"NEW GS FERTS"
12552786,"822-0255-123","591",1213,"NEW GS FERTS"
12496008,"822-0265-001","591",1213,"NEW GS FERTS"
12495583,"822-0265-001+TL","591",1213,"NEW GS FERTS"
12552945,"622-9200-001","591",1213,"NEW GS FERTS"
12553821,"622-9200-002","591",1213,"NEW GS FERTS"
12553190,"622-9200-003","591",1213,"NEW GS FERTS"
12550941,"622-9200-020","591",1213,"NEW GS FERTS"
12553753,"622-9200-021","591",1213,"NEW GS FERTS"
12551213,"622-9200-022","591",1213,"NEW GS FERTS"
12550914,"622-9200-100","591",1213,"NEW GS FERTS"
12551202,"622-9200-110","591",1213,"NEW GS FERTS"
12550943,"622-9200-200","591",1213,"NEW GS FERTS"
12495722,"622-9786-002","591",1213,"NEW GS FERTS"
12496203,"622-9786-003","591",1213,"NEW GS FERTS"
12496216,"622-9786-004","591",1213,"NEW GS FERTS"
12550899,"622-8078-306","591",1213,"NEW GS FERTS"
12550900,"622-8078-316","591",1213,"NEW GS FERTS"
12495535,"987-2617-001","592",1213,"MM/PP 30 ENG BLD"
12504312,"676-2600-770","592",1213,"MM/PP 30 ENG BLD"
12504313,"676-2600-771","592",1213,"MM/PP 30 ENG BLD"
12504314,"676-2600-780","592",1213,"MM/PP 30 ENG BLD"
12504353,"676-2600-851","592",1213,"MM/PP 30 ENG BLD"
12507062,"676-2916-002","592",1213,"MM/PP 30 ENG BLD"
12505163,"685-9526-001","592",1213,"MM/PP 30 ENG BLD"
12547264,"989-6879-001","592",1213,"MM/PP 30 ENG BLD"
12547265,"989-6879-002","592",1213,"MM/PP 30 ENG BLD"
12547266,"989-6879-003","592",1213,"MM/PP 30 ENG BLD"
12541211,"989-6909-001","592",1213,"MM/PP 30 ENG BLD"
12547306,"989-6944-012","592",1213,"MM/PP 30 ENG BLD"
12541156,"988-6639-001","592",1213,"MM/PP 30 ENG BLD"
12540343,"988-6639-002","592",1213,"MM/PP 30 ENG BLD"
12540346,"988-6639-006","592",1213,"MM/PP 30 ENG BLD"
12540348,"988-6639-008","592",1213,"MM/PP 30 ENG BLD"
12552219,"988-7969-015","592",1213,"MM/PP 30 ENG BLD"
12540349,"988-6639-009","592",1213,"MM/PP 30 ENG BLD"
12535627,"988-7993-001","592",1213,"MM/PP 30 ENG BLD"
12544028,"988-8373-001","592",1213,"MM/PP 30 ENG BLD"
12541208,"988-8373-101","592",1213,"MM/PP 30 ENG BLD"
12533435,"988-6639-037","592",1213,"MM/PP 30 ENG BLD"
12546634,"988-7705-001","592",1213,"MM/PP 30 ENG BLD"
12548798,"988-7705-010","592",1213,"MM/PP 30 ENG BLD"
12545202,"989-6733-002","592",1213,"MM/PP 30 ENG BLD"
12545203,"989-6824-001","592",1213,"MM/PP 30 ENG BLD"
12543398,"988-4632-001","592",1213,"MM/PP 30 ENG BLD"
12543335,"988-4632-002","592",1213,"MM/PP 30 ENG BLD"
12544716,"989-6835-001","592",1213,"MM/PP 30 ENG BLD"
12544720,"989-6835-003","592",1213,"MM/PP 30 ENG BLD"
12541207,"989-6839-001","592",1213,"MM/PP 30 ENG BLD"
12544721,"989-6849-001","592",1213,"MM/PP 30 ENG BLD"
12544722,"989-6849-002","592",1213,"MM/PP 30 ENG BLD"
12544723,"989-6849-003","592",1213,"MM/PP 30 ENG BLD"
12544725,"989-6849-005","592",1213,"MM/PP 30 ENG BLD"
12544726,"989-6871-001","592",1213,"MM/PP 30 ENG BLD"
12544661,"989-6871-007","592",1213,"MM/PP 30 ENG BLD"
12544662,"989-6871-011","592",1213,"MM/PP 30 ENG BLD"
12544663,"989-6871-012","592",1213,"MM/PP 30 ENG BLD"
12547029,"989-6871-013","592",1213,"MM/PP 30 ENG BLD"
12547030,"989-6871-014","592",1213,"MM/PP 30 ENG BLD"
12547031,"989-6871-015","592",1213,"MM/PP 30 ENG BLD"
12547032,"989-6876-001","592",1213,"MM/PP 30 ENG BLD"
12547033,"989-6876-004","592",1213,"MM/PP 30 ENG BLD"
12543930,"988-3056-001","592",1213,"MM/PP 30 ENG BLD"
12546540,"988-3224-004","592",1213,"MM/PP 30 ENG BLD"
12550792,"987-3500-001","592",1213,"MM/PP 30 ENG BLD"
12549301,"987-3500-006","592",1213,"MM/PP 30 ENG BLD"
12549305,"987-3500-007","592",1213,"MM/PP 30 ENG BLD"
12549306,"987-3500-008","592",1213,"MM/PP 30 ENG BLD"
12547399,"987-3891-001","592",1213,"MM/PP 30 ENG BLD"
12547400,"987-3892-001","592",1213,"MM/PP 30 ENG BLD"
12546712,"987-5309-005","592",1213,"MM/PP 30 ENG BLD"
12546715,"987-5378-001","592",1213,"MM/PP 30 ENG BLD"
12546716,"987-5378-002","592",1213,"MM/PP 30 ENG BLD"
12546717,"987-5378-003","592",1213,"MM/PP 30 ENG BLD"
12548462,"987-5378-004","592",1213,"MM/PP 30 ENG BLD"
12548463,"987-5378-005","592",1213,"MM/PP 30 ENG BLD"
12548464,"987-5378-006","592",1213,"MM/PP 30 ENG BLD"
12544962,"987-5624-020","592",1213,"MM/PP 30 ENG BLD"
12544966,"987-5628-001","592",1213,"MM/PP 30 ENG BLD"
12526987,"966-1002-001","592",1213,"MM/PP 30 ENG BLD"
12524039,"984-0152-001","592",1213,"MM/PP 30 ENG BLD"
12549062,"987-0780-001","592",1213,"MM/PP 30 ENG BLD"
12549020,"987-0780-002","592",1213,"MM/PP 30 ENG BLD"
12549066,"987-0780-101","592",1213,"MM/PP 30 ENG BLD"
12549067,"987-0780-301","592",1213,"MM/PP 30 ENG BLD"
12549346,"987-3515-001","592",1213,"MM/PP 30 ENG BLD"
12549350,"987-3515-005","592",1213,"MM/PP 30 ENG BLD"
12549846,"987-3515-006","592",1213,"MM/PP 30 ENG BLD"
12549847,"987-3515-007","592",1213,"MM/PP 30 ENG BLD"
12549887,"987-3515-008","592",1213,"MM/PP 30 ENG BLD"
12548461,"987-5378-007","592",1213,"MM/PP 30 ENG BLD"
12548465,"987-5378-008","592",1213,"MM/PP 30 ENG BLD"
12548466,"987-5378-009","592",1213,"MM/PP 30 ENG BLD"
12548467,"987-5378-010","592",1213,"MM/PP 30 ENG BLD"
12548468,"987-5378-011","592",1213,"MM/PP 30 ENG BLD"
12548469,"987-5378-012","592",1213,"MM/PP 30 ENG BLD"
12548470,"987-5378-013","592",1213,"MM/PP 30 ENG BLD"
12548471,"987-5378-014","592",1213,"MM/PP 30 ENG BLD"
12547893,"987-5378-015","592",1213,"MM/PP 30 ENG BLD"
12523737,"966-1661-001","592",1213,"MM/PP 30 ENG BLD"
12523738,"966-1661-002","592",1213,"MM/PP 30 ENG BLD"
12523739,"966-1661-005","592",1213,"MM/PP 30 ENG BLD"
12523740,"966-1661-010","592",1213,"MM/PP 30 ENG BLD"
12527177,"986-2129-001","592",1213,"MM/PP 30 ENG BLD"
12527178,"986-2129-002","592",1213,"MM/PP 30 ENG BLD"
12524603,"986-2129-003","592",1213,"MM/PP 30 ENG BLD"
12524606,"986-2157-003","592",1213,"MM/PP 30 ENG BLD"
12524607,"986-2157-004","592",1213,"MM/PP 30 ENG BLD"
12524608,"986-2261-001","592",1213,"MM/PP 30 ENG BLD"
12541508,"986-2261-005","592",1213,"MM/PP 30 ENG BLD"
12524571,"986-4166-001","592",1213,"MM/PP 30 ENG BLD"
12524572,"986-4166-002","592",1213,"MM/PP 30 ENG BLD"
12524118,"987-0018-301","592",1213,"MM/PP 30 ENG BLD"
12524119,"987-0018-302","592",1213,"MM/PP 30 ENG BLD"
12549068,"987-0780-401","592",1213,"MM/PP 30 ENG BLD"
12549069,"987-0780-501","592",1213,"MM/PP 30 ENG BLD"
12547682,"987-0781-001","592",1213,"MM/PP 30 ENG BLD"
12547686,"987-0781-003","592",1213,"MM/PP 30 ENG BLD"
12549888,"987-3537-001","592",1213,"MM/PP 30 ENG BLD"
12549891,"987-3537-005","592",1213,"MM/PP 30 ENG BLD"
12545386,"987-4907-001","592",1213,"MM/PP 30 ENG BLD"
12544865,"987-4908-001","592",1213,"MM/PP 30 ENG BLD"
12547894,"987-5378-201","592",1213,"MM/PP 30 ENG BLD"
12547892,"987-5378-301","592",1213,"MM/PP 30 ENG BLD"
12547896,"987-5379-001","592",1213,"MM/PP 30 ENG BLD"
12547899,"987-5379-004","592",1213,"MM/PP 30 ENG BLD"
12547939,"987-5379-005","592",1213,"MM/PP 30 ENG BLD"
12549238,"987-6168-001","592",1213,"MM/PP 30 ENG BLD"
12546772,"987-6691-001","592",1213,"MM/PP 30 ENG BLD"
12546773,"987-6691-002","592",1213,"MM/PP 30 ENG BLD"
12546011,"987-6691-003","592",1213,"MM/PP 30 ENG BLD"
12546012,"987-6691-005","592",1213,"MM/PP 30 ENG BLD"
12549342,"987-7749-201","592",1213,"MM/PP 30 ENG BLD"
12549387,"987-7750-001","592",1213,"MM/PP 30 ENG BLD"
12524609,"986-2261-006","592",1213,"MM/PP 30 ENG BLD"
12524610,"986-2261-007","592",1213,"MM/PP 30 ENG BLD"
12524612,"986-2261-100","592",1213,"MM/PP 30 ENG BLD"
12526705,"986-2261-101","592",1213,"MM/PP 30 ENG BLD"
12524116,"987-0018-303","592",1213,"MM/PP 30 ENG BLD"
12524120,"987-0018-304","592",1213,"MM/PP 30 ENG BLD"
12547688,"987-0782-001","592",1213,"MM/PP 30 ENG BLD"
12546614,"987-4027-001","592",1213,"MM/PP 30 ENG BLD"
12547941,"987-5379-007","592",1213,"MM/PP 30 ENG BLD"
12547624,"987-5379-008","592",1213,"MM/PP 30 ENG BLD"
12547625,"987-5379-009","592",1213,"MM/PP 30 ENG BLD"
12547667,"987-5380-001","592",1213,"MM/PP 30 ENG BLD"
12547668,"987-5380-002","592",1213,"MM/PP 30 ENG BLD"
12547669,"987-5380-003","592",1213,"MM/PP 30 ENG BLD"
12547510,"987-5957-001","592",1213,"MM/PP 30 ENG BLD"
12547550,"987-5960-001","592",1213,"MM/PP 30 ENG BLD"
12546013,"987-6691-100","592",1213,"MM/PP 30 ENG BLD"
12548522,"987-6691-106","592",1213,"MM/PP 30 ENG BLD"
12548566,"987-6691-200","592",1213,"MM/PP 30 ENG BLD"
12548567,"987-6691-201","592",1213,"MM/PP 30 ENG BLD"
12551809,"987-7791-001","592",1213,"MM/PP 30 ENG BLD"
12546277,"987-8199-001","592",1213,"MM/PP 30 ENG BLD"
12546283,"987-8237-001","592",1213,"MM/PP 30 ENG BLD"
12544113,"987-8501-034","592",1213,"MM/PP 30 ENG BLD"
12543085,"987-8501-041","592",1213,"MM/PP 30 ENG BLD"
12525905,"984-1908-006","592",1213,"MM/PP 30 ENG BLD"
12547212,"988-3224-001","592",1213,"MM/PP 30 ENG BLD"
12547689,"987-0784-001","592",1213,"MM/PP 30 ENG BLD"
12547690,"987-0784-002","592",1213,"MM/PP 30 ENG BLD"
12544765,"987-2712-001","592",1213,"MM/PP 30 ENG BLD"
12544767,"987-2712-012","592",1213,"MM/PP 30 ENG BLD"
12544852,"987-4908-015","592",1213,"MM/PP 30 ENG BLD"
12544853,"987-4908-016","592",1213,"MM/PP 30 ENG BLD"
12544854,"987-4908-017","592",1213,"MM/PP 30 ENG BLD"
12544855,"987-4908-018","592",1213,"MM/PP 30 ENG BLD"
12547404,"987-4908-019","592",1213,"MM/PP 30 ENG BLD"
12547671,"987-5380-021","592",1213,"MM/PP 30 ENG BLD"
12547672,"987-5380-022","592",1213,"MM/PP 30 ENG BLD"
12550041,"987-5381-001","592",1213,"MM/PP 30 ENG BLD"
12550084,"987-5381-004","592",1213,"MM/PP 30 ENG BLD"
12546083,"987-5969-001","592",1213,"MM/PP 30 ENG BLD"
12548568,"987-6695-001","592",1213,"MM/PP 30 ENG BLD"
12548565,"987-6695-002","592",1213,"MM/PP 30 ENG BLD"
12548570,"987-6695-020","592",1213,"MM/PP 30 ENG BLD"
12547994,"987-6695-050","592",1213,"MM/PP 30 ENG BLD"
12547991,"987-6695-051","592",1213,"MM/PP 30 ENG BLD"
12547993,"987-6695-053","592",1213,"MM/PP 30 ENG BLD"
12549565,"987-7173-660","592",1213,"MM/PP 30 ENG BLD"
12546114,"987-8286-001","592",1213,"MM/PP 30 ENG BLD"
12546116,"987-8287-001","592",1213,"MM/PP 30 ENG BLD"
12543087,"987-8501-043","592",1213,"MM/PP 30 ENG BLD"
12543089,"987-8501-051","592",1213,"MM/PP 30 ENG BLD"
12543090,"987-8501-052","592",1213,"MM/PP 30 ENG BLD"
12543091,"987-8501-053","592",1213,"MM/PP 30 ENG BLD"
12543030,"987-8501-054","592",1213,"MM/PP 30 ENG BLD"
12543029,"987-8501-055","592",1213,"MM/PP 30 ENG BLD"
12543031,"987-8501-101","592",1213,"MM/PP 30 ENG BLD"
12544809,"987-2712-022","592",1213,"MM/PP 30 ENG BLD"
12544746,"987-2775-001","592",1213,"MM/PP 30 ENG BLD"
12547794,"987-4234-001","592",1213,"MM/PP 30 ENG BLD"
12547795,"987-4235-001","592",1213,"MM/PP 30 ENG BLD"
12547792,"987-4328-001","592",1213,"MM/PP 30 ENG BLD"
12547405,"987-4908-020","592",1213,"MM/PP 30 ENG BLD"
12550087,"987-5382-001","592",1213,"MM/PP 30 ENG BLD"
12541904,"987-5384-001","592",1213,"MM/PP 30 ENG BLD"
12550089,"987-5384-101","592",1213,"MM/PP 30 ENG BLD"
12550090,"987-5384-102","592",1213,"MM/PP 30 ENG BLD"
12546764,"987-5982-001","592",1213,"MM/PP 30 ENG BLD"
12551658,"987-6232-001","592",1213,"MM/PP 30 ENG BLD"
12547996,"987-6695-054","592",1213,"MM/PP 30 ENG BLD"
12547997,"987-6695-055","592",1213,"MM/PP 30 ENG BLD"
12547998,"987-6695-101","592",1213,"MM/PP 30 ENG BLD"
12551855,"987-7977-001","592",1213,"MM/PP 30 ENG BLD"
12546117,"987-8287-002","592",1213,"MM/PP 30 ENG BLD"
12546124,"987-8287-300","592",1213,"MM/PP 30 ENG BLD"
12548673,"987-8287-400","592",1213,"MM/PP 30 ENG BLD"
12543033,"987-8501-103","592",1213,"MM/PP 30 ENG BLD"
12524268,"966-0638-001","592",1213,"MM/PP 30 ENG BLD"
12524269,"966-0667-001","592",1213,"MM/PP 30 ENG BLD"
12550644,"987-0897-001","592",1213,"MM/PP 30 ENG BLD"
12549459,"987-5396-001","592",1213,"MM/PP 30 ENG BLD"
12546767,"987-5983-001","592",1213,"MM/PP 30 ENG BLD"
